star_name,star_name,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_age_error_min,star_age_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_teff,star_teff_error_min,star_teff_error_max,Spectral type,mag_v,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
Kepler-82,kepler-82,0.85,1.66,1.66,0.945,0.14,0.14,,,,,,0.15,0.1,0.1,5428.0,100.0,100.0,,,,,
Kepler-820,kepler-820,1.23,0.1,0.19,1.36,0.2,0.59,,,,,,0.09,0.14,0.132,6260.0,147.98,106.61,,,,,
Kepler-821,kepler-821,0.84,0.05,0.04,0.8,0.04,0.05,,,,,,-0.03,0.16,0.155,5191.0,100.75,130.91,,,,,
Kepler-822,kepler-822,1.06,0.08,0.09,1.08,0.13,0.25,,,,,,0.04,0.147,0.137,5928.0,183.56,139.36,,,,,
Kepler-823,kepler-823,0.98,0.05,0.05,0.96,0.08,0.18,,,,,,0.06,0.144,0.143,5643.0,122.13,122.3,,,,,
Kepler-824,kepler-824,1.15,0.08,0.14,1.22,0.15,0.46,,,,,,0.14,0.141,0.152,6035.0,120.47,85.61,,,,,
Kepler-825,kepler-825,1.03,0.08,0.12,1.08,0.15,0.28,,,,,,-0.08,0.194,0.153,5976.0,202.44,247.56,,,,,
Kepler-826,kepler-826,1.05,0.06,0.07,1.15,0.13,0.18,,,,,,-0.12,0.129,0.121,6079.0,96.47,90.49,,,,,
Kepler-827,kepler-827,0.93,0.06,0.07,0.91,0.07,0.11,,,,,,-0.06,0.181,0.151,5602.0,142.49,179.4,,,,,
Kepler-828,kepler-828,0.81,0.04,0.04,0.77,0.04,0.04,,,,,,-0.02,0.175,0.164,5039.0,59.5,50.73,,,,,
Kepler-829,kepler-829,0.98,0.06,0.05,0.97,0.08,0.2,,,,,,0.03,0.165,0.132,5698.0,120.29,92.85,,,,,
Kepler-83,kepler-83,0.664,0.031,0.031,0.539,0.011,0.011,,,,,,-0.2,,,4164.0,75.0,75.0,,16.511,,,
Kepler-830,kepler-830,1.07,0.09,0.12,1.11,0.14,0.31,,,,,,-0.02,0.178,0.139,6037.0,209.5,155.85,,,,,
Kepler-831,kepler-831,0.99,0.04,0.04,0.97,0.05,0.07,,,,,,0.02,0.098,0.094,5732.0,59.69,74.53,,,,,
Kepler-832,kepler-832,0.92,0.06,0.06,0.9,0.07,0.14,,,,,,-0.08,0.185,0.163,5596.0,133.14,181.65,,,,,
Kepler-833,kepler-833,0.64,0.03,0.03,0.62,0.02,0.02,,,,,,-0.18,0.104,0.097,4339.0,37.41,39.28,,,,,
Kepler-834,kepler-834,0.7,0.03,0.03,0.66,0.03,0.03,,,,,,-0.13,0.099,0.118,4554.0,45.2,50.38,,,,,
Kepler-835,kepler-835,1.08,0.05,0.07,1.11,0.1,0.21,,,,,,0.08,0.143,0.142,5954.0,70.98,71.86,,,,,
Kepler-836,kepler-836,1.03,0.07,0.06,1.04,0.1,0.24,,,,,,-0.01,0.183,0.136,5895.0,83.11,74.32,,,,,
Kepler-837,kepler-837,0.85,0.06,0.05,0.81,0.07,0.07,,,,,,-0.18,0.204,0.162,5403.0,58.52,58.96,,,,,
Kepler-838,kepler-838,0.98,0.06,0.05,0.96,0.08,0.13,,,,,,-0.06,0.191,0.152,5770.0,66.67,68.34,,,,,
Kepler-839,kepler-839,1.22,0.05,0.06,1.31,0.12,0.21,,,,,,0.29,0.069,0.068,6058.0,77.96,87.66,,,,,
Kepler-84,kepler-84,1.022,0.12,0.12,1.035,0.501,0.501,,,,,,-0.2,,,6015.0,118.0,118.0,,15.032,,,
Kepler-840,kepler-840,1.04,0.07,0.07,1.06,0.12,0.24,,,,,,0.0,0.176,0.136,5920.0,159.58,113.64,,,,,
Kepler-841,kepler-841,0.85,0.05,0.04,0.81,0.06,0.06,,,,,,-0.09,0.186,0.17,5324.0,58.03,58.08,,,,,
Kepler-842,kepler-842,0.78,0.04,0.04,0.73,0.04,0.03,,,,,,-0.02,0.165,0.155,4848.0,65.37,60.94,,,,,
Kepler-843,kepler-843,1.02,0.06,0.06,1.03,0.1,0.24,,,,,,0.05,0.162,0.131,5830.0,143.16,106.99,,,,,
Kepler-844,kepler-844,0.59,0.04,0.03,0.57,0.03,0.03,,,,,,-0.24,0.142,0.12,4128.0,46.95,46.09,,,,,
Kepler-845,kepler-845,0.79,0.04,0.03,0.75,0.03,0.03,,,,,,0.01,0.159,0.146,4913.0,57.47,57.49,,,,,
Kepler-846,kepler-846,0.94,0.05,0.04,0.91,0.06,0.11,,,,,,0.0,0.159,0.136,5579.0,74.32,69.45,,,,,
Kepler-847,kepler-847,0.83,0.04,0.03,0.77,0.03,0.03,,,,,,0.15,0.16,0.148,4940.0,54.72,51.58,,,,,
Kepler-848,kepler-848,1.01,0.04,0.04,1.2,0.17,0.18,,,,,,0.15,0.084,0.079,5695.0,79.05,70.35,,,,,
Kepler-849,kepler-849,1.23,0.09,0.15,1.64,0.31,0.34,,,,,,0.12,0.079,0.102,6059.0,66.22,81.18,,,,,
Kepler-85,kepler-85,0.95,,,0.84,,,,,,,,,,,5666.0,,,,15.0,,,
Kepler-850,kepler-850,1.06,0.06,0.07,1.09,0.12,0.29,,,,,,0.03,0.164,0.14,5932.0,95.55,89.3,,,,,
Kepler-851,kepler-851,0.89,0.05,0.04,0.85,0.06,0.08,,,,,,-0.07,0.173,0.156,5455.0,80.92,87.48,,,,,
Kepler-852,kepler-852,1.19,0.04,0.04,1.16,0.05,0.05,,,,,,0.22,0.068,0.074,6100.0,84.46,85.43,,,,,
Kepler-853,kepler-853,1.3,0.08,0.14,1.55,0.24,0.44,,,,,,0.07,0.079,0.093,6350.0,55.18,60.54,,,,,
Kepler-854,kepler-854,1.17,0.09,0.17,1.27,0.17,0.51,,,,,,0.04,0.148,0.13,6179.0,142.15,110.41,,,,,
Kepler-855,kepler-855,1.03,0.07,0.07,1.03,0.1,0.21,,,,,,0.06,0.158,0.146,5835.0,156.07,99.82,,,,,
Kepler-856,kepler-856,0.96,0.04,0.04,0.93,0.06,0.12,,,,,,0.12,0.142,0.15,5535.0,84.49,69.55,,,,,
Kepler-857,kepler-857,0.99,0.07,0.07,0.99,0.1,0.25,,,,,,0.02,0.175,0.125,5773.0,173.8,125.46,,,,,
Kepler-858,kepler-858,0.96,0.04,0.04,0.91,0.04,0.04,,,,,,-0.04,0.106,0.106,5653.0,61.07,74.35,,,,,
Kepler-859,kepler-859,0.81,0.04,0.04,0.77,0.04,0.03,,,,,,-0.02,0.171,0.148,5020.0,50.72,48.72,,,,,
Kepler-860,kepler-860,1.04,0.06,0.07,1.06,0.11,0.26,,,,,,0.09,0.142,0.155,5836.0,111.94,75.4,,,,,
Kepler-861,kepler-861,0.82,0.04,0.04,0.78,0.04,0.04,,,,,,0.01,0.165,0.153,5047.0,72.9,65.25,,,,,
Kepler-862,kepler-862,0.88,0.05,0.04,0.84,0.05,0.07,,,,,,0.04,0.167,0.146,5333.0,134.35,86.45,,,,,
Kepler-863,kepler-863,0.96,0.07,0.11,0.95,0.1,0.22,,,,,,-0.03,0.187,0.143,5678.0,195.62,317.91,,,,,
Kepler-864,kepler-864,1.0,0.05,0.05,1.0,0.09,0.26,,,,,,0.04,0.177,0.136,5754.0,63.35,66.12,,,,,
Kepler-865,kepler-865,0.93,0.07,0.09,0.92,0.09,0.18,,,,,,-0.01,0.177,0.138,5570.0,208.99,287.71,,,,,
Kepler-866,kepler-866,0.75,0.05,0.04,0.71,0.04,0.03,,,,,,-0.07,0.172,0.16,4751.0,70.26,64.17,,,,,
Kepler-867,kepler-867,0.92,0.04,0.04,0.91,0.04,0.06,,,,,,-0.02,0.11,0.098,5541.0,68.57,61.72,,,,,
Kepler-868,kepler-868,0.93,0.06,0.05,0.89,0.06,0.09,,,,,,-0.08,0.189,0.146,5614.0,68.84,75.11,,,,,
Kepler-869,kepler-869,0.97,0.05,0.05,0.95,0.07,0.22,,,,,,0.02,0.159,0.129,5664.0,95.26,72.29,,,,,
KOI-1574,koi-1574,1.1,0.05,0.05,1.82,0.04,0.04,7.5,0.5,0.5,0.5,0.5,-0.17,0.03,0.03,5600.0,50.0,50.0,,15.0,,,
Kepler-870,kepler-870,1.01,0.06,0.07,1.02,0.1,0.18,,,,,,-0.01,0.167,0.136,5857.0,150.97,139.18,,,,,
Kepler-871,kepler-871,1.11,0.07,0.09,1.14,0.13,0.31,,,,,,0.09,0.15,0.149,5993.0,146.49,107.01,,,,,
Kepler-872,kepler-872,1.05,0.08,0.06,1.08,0.13,0.27,,,,,,0.04,0.163,0.13,5902.0,185.0,123.56,,,,,
Kepler-873,kepler-873,1.18,0.09,0.17,1.27,0.18,0.53,,,,,,0.07,0.139,0.143,6163.0,135.88,97.06,,,,,
Kepler-874,kepler-874,1.09,0.09,0.12,1.13,0.15,0.31,,,,,,0.03,0.17,0.14,6020.0,210.62,155.87,,,,,
Kepler-875,kepler-875,1.06,0.09,0.13,1.11,0.16,0.3,,,,,,0.03,0.159,0.129,5958.0,255.76,259.15,,,,,
Kepler-876,kepler-876,0.81,0.04,0.04,0.77,0.04,0.03,,,,,,-0.03,0.171,0.144,5060.0,63.75,63.15,,,,,
Kepler-877,kepler-877,0.85,0.05,0.04,0.81,0.05,0.05,,,,,,-0.06,0.167,0.157,5261.0,67.02,66.39,,,,,
Kepler-878,kepler-878,0.81,0.04,0.04,0.77,0.04,0.04,,,,,,-0.03,0.167,0.152,5044.0,47.72,49.53,,,,,
Kepler-879,kepler-879,1.02,0.06,0.06,1.02,0.1,0.22,,,,,,0.05,0.155,0.149,5792.0,120.23,96.05,,,,,
Kepler-88,kepler-88,1.022,0.026,0.023,0.961,0.024,0.02,2.45,0.77,1.2,0.77,1.2,0.37,0.08,0.08,5513.0,67.0,67.0,,13.5,,,
Kepler-880,kepler-880,1.46,0.13,0.23,1.74,0.29,0.69,,,,,,0.03,0.176,0.123,6761.0,97.72,98.88,,,,,
Kepler-881,kepler-881,1.06,0.07,0.08,1.09,0.11,0.26,,,,,,0.0,0.181,0.149,5961.0,115.91,102.59,,,,,
Kepler-882,kepler-882,0.9,0.05,0.05,0.87,0.06,0.1,,,,,,-0.03,0.165,0.14,5476.0,156.54,141.55,,,,,
Kepler-883,kepler-883,1.06,0.05,0.05,1.09,0.08,0.1,,,,,,-0.13,0.11,0.105,6116.0,61.19,64.67,,,,,
Kepler-884,kepler-884,1.0,0.03,0.03,0.94,0.03,0.03,,,,,,0.05,0.088,0.088,5715.0,52.56,62.9,,,,,
Kepler-885,kepler-885,1.21,0.05,0.07,1.35,0.14,0.21,,,,,,0.11,0.08,0.083,6187.0,58.44,71.23,,,,,
Kepler-886,kepler-886,1.1,0.08,0.1,1.16,0.14,0.32,,,,,,-0.01,0.191,0.127,6098.0,117.8,97.1,,,,,
Kepler-887,kepler-887,1.19,0.04,0.05,1.29,0.12,0.19,,,,,,0.08,0.077,0.079,6194.0,49.68,62.11,,,,,
Kepler-888,kepler-888,0.97,0.03,0.03,0.9,0.03,0.03,,,,,,-0.21,0.098,0.096,5875.0,56.7,66.36,,,,,
Kepler-889,kepler-889,1.14,0.05,0.07,1.25,0.14,0.22,,,,,,0.19,0.084,0.08,5961.0,59.95,75.23,,,,,
KOI-94,koi-94,1.25,0.04,0.04,1.656,,,3.9,0.3,0.3,0.3,0.3,-0.01,0.04,0.04,6116.0,30.0,30.0,,12.4,,,
Kepler-890,kepler-890,1.09,0.07,0.1,1.13,0.14,0.36,,,,,,0.09,0.166,0.152,5954.0,101.27,84.71,,,,,
Kepler-891,kepler-891,1.06,0.06,0.08,1.07,0.1,0.24,,,,,,0.09,0.148,0.145,5887.0,117.44,115.84,,,,,
Kepler-892,kepler-892,0.75,0.04,0.03,0.72,0.04,0.02,,,,,,-0.04,0.163,0.142,4747.0,45.63,47.29,,,,,
Kepler-893,kepler-893,1.0,0.06,0.05,0.99,0.08,0.16,,,,,,-0.03,0.183,0.134,5820.0,75.6,98.79,,,,,
Kepler-894,kepler-894,0.87,0.07,0.06,0.85,0.08,0.09,,,,,,-0.25,0.202,0.185,5603.0,60.71,83.94,,,,,
Kepler-895,kepler-895,0.65,0.03,0.03,0.61,0.02,0.02,,,,,,-0.16,0.112,0.097,4315.0,38.65,42.14,,,,,
Kepler-896,kepler-896,0.84,0.05,0.04,0.81,0.06,0.05,,,,,,-0.1,0.168,0.148,5262.0,52.21,56.73,,,,,
Kepler-897,kepler-897,1.03,0.07,0.06,1.04,0.11,0.29,,,,,,0.04,0.156,0.142,5839.0,143.96,103.48,,,,,
Kepler-898,kepler-898,0.65,0.03,0.03,0.62,0.02,0.02,,,,,,-0.06,0.083,0.115,4223.0,38.02,42.74,,,,,
Kepler-899,kepler-899,0.93,0.07,0.08,0.91,0.09,0.15,,,,,,-0.06,0.178,0.158,5595.0,192.07,270.58,,,,,
Kepler-9,kepler-9,1.0,0.1,0.1,1.1,0.09,0.09,3.0,1.0,1.0,1.0,1.0,0.17,,,5722.0,,,,13.9,,,
Kepler-90,kepler-90,1.13,0.0,0.18,1.2,0.1,0.1,,,,,,-0.17,0.21,0.21,5930.0,320.0,320.0,,14.0,,,
Kepler-900,kepler-900,0.78,0.04,0.03,0.73,0.03,0.03,,,,,,-0.01,0.167,0.15,4836.0,69.99,83.81,,,,,
Kepler-901,kepler-901,0.59,0.04,0.04,0.57,0.02,0.03,,,,,,-0.3,0.143,0.138,4184.0,49.25,52.61,,,,,
Kepler-902,kepler-902,0.95,0.05,0.04,0.93,0.06,0.12,,,,,,0.0,0.171,0.142,5647.0,88.98,73.28,,,,,
Kepler-903,kepler-903,0.98,0.05,0.05,0.97,0.08,0.17,,,,,,0.05,0.156,0.144,5682.0,110.73,77.93,,,,,
Kepler-904,kepler-904,1.16,0.09,0.14,1.25,0.16,0.42,,,,,,0.05,0.144,0.129,6160.0,149.12,119.73,,,,,
Kepler-905,kepler-905,0.95,0.03,0.02,0.86,0.02,0.02,,,,,,0.09,0.09,0.085,5461.0,55.12,58.65,,,,,
Kepler-906,kepler-906,1.06,0.04,0.04,1.02,0.04,0.04,,,,,,-0.09,0.101,0.104,6035.0,62.37,72.63,,,,,
Kepler-907,kepler-907,1.08,0.06,0.07,1.38,0.05,0.06,,,,,,-0.15,0.1,0.12,6106.0,82.33,84.34,,,,,
Kepler-908,kepler-908,1.11,0.04,0.04,1.12,0.07,0.08,,,,,,0.15,0.063,0.056,5973.0,95.84,89.43,,,,,
Kepler-909,kepler-909,1.17,0.04,0.04,1.23,0.08,0.13,,,,,,0.08,0.075,0.082,6154.0,57.72,62.02,,,,,
Kepler-91,kepler-91,1.31,0.1,0.1,6.3,0.16,0.16,4.86,2.13,2.13,2.13,2.13,0.11,0.07,0.07,4550.0,75.0,75.0,,12.9,,,
Kepler-910,kepler-910,1.26,0.03,0.03,1.5,0.03,0.03,,,,,,0.12,0.08,0.084,6230.0,71.69,78.42,,,,,
Kepler-911,kepler-911,1.34,0.09,0.05,1.99,0.07,0.06,,,,,,0.03,0.033,0.056,6112.0,62.2,58.03,,,,,
Kepler-912,kepler-912,1.07,0.1,0.15,1.11,0.17,0.33,,,,,,0.02,0.167,0.13,5998.0,268.31,277.89,,,,,
Kepler-913,kepler-913,0.63,0.01,0.01,0.61,0.01,0.01,,,,,,-0.52,0.055,0.026,4687.0,30.74,34.09,,,,,
Kepler-914,kepler-914,1.1,0.04,0.05,1.15,0.09,0.13,,,,,,0.22,0.082,0.077,5877.0,65.03,74.15,,,,,
Kepler-915,kepler-915,1.21,0.05,0.09,1.38,0.17,0.3,,,,,,0.08,0.07,0.084,6173.0,51.89,70.33,,,,,
Kepler-916,kepler-916,0.85,0.05,0.04,0.81,0.04,0.05,,,,,,-0.05,0.167,0.14,5248.0,91.38,98.84,,,,,
Kepler-917,kepler-917,0.8,0.05,0.07,0.76,0.06,0.09,,,,,,-0.38,0.186,0.211,5418.0,70.72,120.33,,,,,
Kepler-918,kepler-918,1.11,0.07,0.1,1.14,0.12,0.26,,,,,,0.06,0.129,0.137,6028.0,163.81,134.42,,,,,
Kepler-919,kepler-919,1.15,0.09,0.15,1.21,0.15,0.47,,,,,,0.07,0.133,0.145,6113.0,172.0,132.9,,,,,
Kepler-92,kepler-92,1.209,0.46,0.34,1.716,0.03,0.019,5.52,0.48,0.51,0.48,0.51,0.17,0.11,0.11,5871.0,94.0,94.0,,11.6,,,
Kepler-920,kepler-920,0.89,0.05,0.04,0.85,0.05,0.07,,,,,,0.0,0.191,0.147,5403.0,59.44,62.18,,,,,
Kepler-921,kepler-921,0.93,0.06,0.05,0.91,0.07,0.1,,,,,,-0.12,0.195,0.161,5663.0,61.96,69.96,,,,,
Kepler-922,kepler-922,0.95,0.05,0.05,0.93,0.07,0.11,,,,,,-0.05,0.179,0.152,5671.0,65.37,64.06,,,,,
Kepler-923,kepler-923,1.11,0.04,0.07,1.26,0.17,0.26,,,,,,0.07,0.081,0.088,5988.0,64.57,82.2,,,,,
Kepler-924,kepler-924,1.14,0.09,0.15,1.23,0.18,0.45,,,,,,0.01,0.182,0.124,6167.0,161.28,124.02,,,,,
Kepler-925,kepler-925,0.77,0.04,0.03,0.72,0.03,0.03,,,,,,0.12,0.189,0.142,4673.0,104.92,62.23,,,,,
Kepler-926,kepler-926,1.01,0.06,0.06,1.01,0.1,0.25,,,,,,0.03,0.173,0.132,5806.0,125.66,100.39,,,,,
Kepler-927,kepler-927,0.99,0.05,0.05,0.99,0.08,0.23,,,,,,0.03,0.16,0.131,5743.0,106.02,85.68,,,,,
Kepler-928,kepler-928,0.73,0.05,0.04,0.7,0.04,0.03,,,,,,-0.11,0.175,0.171,4700.0,57.97,57.52,,,,,
Kepler-929,kepler-929,1.01,0.09,0.12,1.02,0.14,0.24,,,,,,-0.04,0.183,0.14,5869.0,266.47,290.44,,,,,
Kepler-93,kepler-93,0.911,0.033,0.033,0.919,0.011,0.011,6.6,0.9,0.9,0.9,0.9,-0.18,0.1,0.1,5669.0,75.0,75.0,,,,,
Kepler-930,kepler-930,1.25,0.16,0.22,1.4,0.27,0.6,,,,,,0.04,0.156,0.128,6335.0,258.85,273.34,,,,,
Kepler-931,kepler-931,0.86,0.05,0.06,0.81,0.05,0.08,,,,,,-0.01,0.155,0.149,5241.0,198.95,223.61,,,,,
Kepler-932,kepler-932,0.87,0.05,0.06,0.84,0.05,0.07,,,,,,-0.01,0.157,0.142,5331.0,166.65,194.78,,,,,
Kepler-933,kepler-933,0.87,0.05,0.04,0.84,0.05,0.07,,,,,,-0.02,0.166,0.153,5346.0,87.13,65.89,,,,,
Kepler-934,kepler-934,0.81,0.04,0.04,0.77,0.03,0.04,,,,,,0.01,0.158,0.149,5001.0,76.01,68.25,,,,,
Kepler-935,kepler-935,0.78,0.04,0.04,0.73,0.04,0.03,,,,,,-0.01,0.173,0.159,4830.0,87.15,74.56,,,,,
Kepler-936,kepler-936,0.92,0.05,0.04,0.89,0.06,0.11,,,,,,0.05,0.158,0.137,5482.0,127.57,99.27,,,,,
Kepler-937,kepler-937,1.15,0.08,0.12,1.22,0.15,0.42,,,,,,0.08,0.145,0.143,6095.0,127.3,81.71,,,,,
Kepler-938,kepler-938,0.92,0.05,0.05,0.89,0.06,0.1,,,,,,-0.03,0.182,0.148,5533.0,107.5,95.38,,,,,
Kepler-939,kepler-939,0.88,0.06,0.06,0.85,0.07,0.09,,,,,,-0.12,0.201,0.165,5471.0,105.85,149.7,,,,,
Kepler-94,kepler-94,0.81,0.06,0.06,0.76,0.03,0.03,1.41,,,,,0.34,0.07,0.07,4781.0,98.0,98.0,,12.895,,,
Kepler-940,kepler-940,0.97,0.07,0.07,0.96,0.08,0.12,,,,,,-0.08,0.199,0.152,5769.0,95.4,169.66,,,,,
Kepler-941,kepler-941,0.89,0.07,0.06,0.86,0.08,0.1,,,,,,-0.15,0.221,0.177,5539.0,104.04,154.02,,,,,
Kepler-942,kepler-942,0.81,0.03,0.03,0.75,0.01,0.02,,,,,,0.09,0.1,0.099,4861.0,66.28,77.85,,,,,
Kepler-944,kepler-944,0.86,0.06,0.05,0.83,0.06,0.08,,,,,,-0.11,0.183,0.161,5409.0,133.24,108.67,,,,,
Kepler-945,kepler-945,0.97,0.06,0.05,0.97,0.09,0.17,,,,,,-0.01,0.192,0.134,5718.0,104.43,119.29,,,,,
Kepler-946,kepler-946,0.94,0.07,0.08,0.93,0.09,0.15,,,,,,-0.09,0.199,0.159,5665.0,144.77,263.42,,,,,
Kepler-947,kepler-947,0.9,0.06,0.05,0.87,0.07,0.09,,,,,,-0.07,0.197,0.16,5508.0,129.72,133.16,,,,,
Kepler-948,kepler-948,0.96,0.06,0.07,0.94,0.08,0.16,,,,,,-0.02,0.177,0.129,5679.0,134.32,174.93,,,,,
Kepler-949,kepler-949,0.89,0.05,0.06,0.86,0.07,0.1,,,,,,0.01,0.161,0.144,5403.0,208.02,200.9,,,,,
Kepler-95,kepler-95,1.08,0.08,0.08,1.41,0.04,0.04,5.63,,,,,0.3,0.1,0.1,5699.0,74.0,74.0,,12.346,,,
Kepler-950,kepler-950,1.02,0.06,0.07,1.02,0.09,0.17,,,,,,0.02,0.17,0.135,5857.0,163.53,115.89,,,,,
Kepler-951,kepler-951,0.77,0.04,0.04,0.73,0.03,0.03,,,,,,-0.01,0.163,0.157,4834.0,91.65,86.05,,,,,
Kepler-952,kepler-952,1.0,0.05,0.06,0.99,0.08,0.21,,,,,,0.06,0.15,0.136,5730.0,100.17,87.45,,,,,
KIC 8552719,kic8552719,0.94,,,0.822,,,,,,,,0.015,,,5114.0,,,,,,,
Kepler-954,kepler-954,0.82,0.03,0.02,0.76,0.02,0.02,,,,,,0.02,0.101,0.105,4990.0,69.8,61.28,,,,,
Kepler-955,kepler-955,0.89,0.04,0.04,0.84,0.04,0.07,,,,,,0.02,0.163,0.149,5350.0,89.94,73.41,,,,,
Kepler-956,kepler-956,1.1,0.07,0.09,1.15,0.14,0.3,,,,,,0.02,0.175,0.127,6040.0,113.17,114.09,,,,,
Kepler-957,kepler-957,0.81,0.04,0.03,0.75,0.04,0.03,,,,,,-0.01,0.177,0.184,4963.0,58.85,47.52,,,,,
Kepler-958,kepler-958,0.91,0.03,0.03,0.86,0.03,0.04,,,,,,0.01,0.109,0.105,5421.0,54.04,57.75,,,,,
Kepler-959,kepler-959,1.6,0.17,0.19,2.01,0.4,0.55,,,,,,0.02,0.154,0.141,7005.0,159.47,193.26,,,,,
Kepler-96,kepler-96,1.0,0.06,0.06,1.02,0.09,0.09,2.34,,,,,0.04,0.07,0.07,5690.0,73.0,73.0,,10.297,,,
Kepler-960,kepler-960,0.77,0.04,0.03,0.72,0.03,0.02,,,,,,0.02,0.163,0.157,4755.0,40.53,41.26,,,,,
Kepler-961,kepler-961,0.96,0.03,0.03,0.9,0.03,0.03,,,,,,0.05,0.106,0.108,5582.0,55.83,53.72,,,,,
Kepler-962,kepler-962,0.93,0.03,0.03,0.86,0.03,0.02,,,,,,0.01,0.103,0.1,5478.0,55.18,72.81,,,,,
Kepler-963,kepler-963,0.91,0.06,0.06,0.87,0.06,0.1,,,,,,-0.02,0.17,0.15,5461.0,150.82,214.9,,,,,
Kepler-964,kepler-964,0.93,0.03,0.03,0.84,0.02,0.02,,,,,,0.03,0.103,0.103,5427.0,75.15,78.18,,,,,
Kepler-965,kepler-965,1.05,0.04,0.04,1.15,0.13,0.19,,,,,,0.03,0.095,0.092,5886.0,64.81,79.36,,,,,
Kepler-966,kepler-966,1.02,0.07,0.07,1.02,0.1,0.26,,,,,,0.04,0.157,0.132,5840.0,184.03,113.67,,,,,
Kepler-967,kepler-967,0.84,0.04,0.03,0.8,0.03,0.03,,,,,,-0.03,0.11,0.108,5178.0,79.8,68.7,,,,,
Kepler-968,kepler-968,0.76,0.04,0.03,0.7,0.03,0.02,,,,,,0.13,0.211,0.133,4598.0,38.88,37.07,,,,,
Kepler-969,kepler-969,0.92,0.02,0.02,0.82,0.01,0.01,,,,,,0.22,0.048,0.051,5214.0,40.68,44.63,,,,,
Kepler-970,kepler-970,0.7,0.05,0.04,0.67,0.04,0.03,,,,,,-0.08,0.176,0.161,4511.0,70.59,70.69,,,,,
Kepler-971,kepler-971,0.88,0.06,0.04,0.85,0.06,0.09,,,,,,-0.06,0.177,0.157,5431.0,112.52,86.0,,,,,
Kepler-972,kepler-972,1.15,0.12,0.16,1.22,0.2,0.4,,,,,,0.04,0.158,0.143,6146.0,260.44,204.83,,,,,
Kepler-973,kepler-973,0.86,0.03,0.03,0.78,0.02,0.02,,,,,,-0.06,0.096,0.113,5213.0,62.75,65.87,,,,,
Kepler-974,kepler-974,0.52,0.02,0.02,0.5,0.02,0.02,,,,,,0.07,0.08,0.077,3687.0,36.96,38.83,,,,,
Kepler-975,kepler-975,0.8,0.04,0.04,0.75,0.03,0.03,,,,,,0.07,0.168,0.147,4897.0,106.8,90.72,,,,,
Kepler-976,kepler-976,0.87,0.04,0.04,0.83,0.04,0.05,,,,,,0.07,0.162,0.156,5232.0,66.39,51.16,,,,,
Kepler-977,kepler-977,0.87,0.05,0.04,0.83,0.04,0.06,,,,,,-0.01,0.163,0.153,5315.0,105.24,84.55,,,,,
Kepler-978,kepler-978,1.07,0.07,0.08,1.09,0.12,0.25,,,,,,-0.01,0.193,0.145,6002.0,84.89,81.98,,,,,
Kepler-979,kepler-979,0.87,0.05,0.06,0.83,0.05,0.07,,,,,,-0.02,0.167,0.147,5310.0,136.81,205.13,,,,,
Kepler-980,kepler-980,1.05,0.04,0.05,1.06,0.07,0.09,,,,,,0.01,0.089,0.092,5935.0,92.58,98.9,,,,,
Kepler-981,kepler-981,0.98,0.05,0.04,0.96,0.07,0.12,,,,,,0.01,0.178,0.146,5718.0,82.87,78.23,,,,,
Kepler-982,kepler-982,1.16,0.05,0.07,1.29,0.15,0.27,,,,,,0.05,0.081,0.086,6139.0,62.95,54.99,,,,,
Kepler-983,kepler-983,1.13,0.02,0.03,1.08,0.03,0.03,,,,,,0.12,0.081,0.072,6052.0,47.66,50.95,,,,,
Kepler-984,kepler-984,0.96,0.04,0.04,0.93,0.04,0.05,,,,,,0.04,0.105,0.104,5610.0,91.79,94.38,,,,,
Kepler-985,kepler-985,0.91,0.04,0.03,0.85,0.03,0.03,,,,,,0.0,0.111,0.098,5434.0,61.79,75.03,,,,,
Kepler-986,kepler-986,0.96,0.04,0.04,0.98,0.08,0.12,,,,,,0.04,0.101,0.096,5642.0,60.93,74.24,,,,,
Kepler-987,kepler-987,0.97,0.03,0.03,0.91,0.03,0.03,,,,,,0.01,0.102,0.104,5637.0,60.98,69.85,,,,,
Kepler-988,kepler-988,0.55,0.02,0.02,0.53,0.02,0.02,,,,,,-0.32,0.095,0.103,4005.0,41.86,43.58,,,,,
Kepler-989,kepler-989,0.82,0.04,0.04,0.78,0.04,0.04,,,,,,0.01,0.175,0.149,5074.0,53.62,52.66,,,,,
Kepler-990,kepler-990,1.05,0.09,0.12,1.08,0.14,0.27,,,,,,0.01,0.173,0.134,5948.0,213.6,211.07,,,,,
Kepler-991,kepler-991,0.64,0.03,0.03,0.61,0.02,0.02,,,,,,-0.25,0.121,0.099,4392.0,44.76,55.21,,,,,
Kepler-992,kepler-992,0.8,0.03,0.03,0.74,0.02,0.02,,,,,,-0.04,0.098,0.101,4944.0,46.1,43.61,,,,,
Kepler-993,kepler-993,0.57,0.02,0.02,0.54,0.02,0.02,,,,,,0.03,0.094,0.09,3843.0,46.25,50.16,,,,,
Kepler-994,kepler-994,0.56,0.03,0.03,0.54,0.02,0.02,,,,,,-0.13,0.098,0.098,3934.0,35.14,38.91,,,,,
