Primary planet name,All planet names,Lists,Mass [Mjup],Mass [Mjup] errorminus,Mass [Mjup] errorplus,Mass [Mjup] lowerlimit,Mass [Mjup] upperlimit,Radius [Rjup],Radius [Rjup] errorminus,Radius [Rjup] errorplus,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,Orbital period [days],Orbital period [days] errorminus,Orbital period [days] errorplus,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,Eccentricity,Eccentricity errorminus,Eccentricity errorplus,Eccentricity lowerlimit,Eccentricity upperlimit,Equilibrium temperature [K],Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,Discovery method,Discovery year,Last updated [yy/mm/dd],source (xml)
KELT-8 b,KELT-8 b|HD 343246 b|2MASS J18531332+2407385 b|TYC 2109-49-1 b|WDS 18533+2407 b,Confirmed planets,0.867,0.061,0.065,,,1.86,0.16,0.18,,,3.24406,0.00016,0.00016,,,0.035,0.025,0.05,,,1675,55,61,,,transit,2015,15/05/25,KELT-8.xml
Kepler-10 b,Kepler-10 b|KOI-72.01|KOI-72 b|KIC 11904151 b|2MASS J19024305+5014286 b,Confirmed planets,0.010475,0.001541,0.001541,,,0.133962,0.001823,0.002734,,,0.8374907,0.0000002,0.0000002,,,0,,,,,2169,44,96,,,transit,2011,14/06/03,Kepler-10.xml
Kepler-10 c,Kepler-10 c|KOI-72.02|KOI-72 c|KIC 11904151 c|2MASS J19024305+5014286 c,Confirmed planets,0.054106,0.005977,0.005977,,,0.214156,0.003645,0.008202,,,45.294301,0.000048,0.000048,,,0,,,,,584,17,50,,,transit,2011,14/06/03,Kepler-10.xml
Kepler-100 c,Kepler-100 c|KOI-41.01|KOI-41 c|KIC 6521045 c,Confirmed planets,,,,,0.0222,0.200487,0.004557,0.004557,,,12.8159,,,,,0.02,0.01,0.15,,,,,,,,transit,2014,14/02/24,Kepler-100.xml
Kepler-100 b,Kepler-100 b|KOI-41.02|KOI-41 b|KIC 6521045 b,Confirmed planets,0.0231,0.010,0.010,,,0.120292,0.003645,0.003645,,,6.88705,,,,,0.13,0.13,0.27,,,,,,,,transit,2014,14/02/24,Kepler-100.xml
Kepler-100 d,Kepler-100 d|KOI-41.03|KOI-41 d|KIC 6521045 d,Confirmed planets,,,,,0.0094,0.146720,0.004557,0.004557,,,35.3331,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-100.xml
Kepler-1000 b,Kepler-1000 b,Confirmed planets,,,,,,0.425,0.028,0.030,,,120.018127200,0.000362800,0.000362800,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1000.xml
Kepler-1001 b,Kepler-1001 b,Confirmed planets,,,,,,0.281,0.043,0.030,,,14.305119830,0.000043400,0.000043400,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1001.xml
Kepler-1002 b,Kepler-1002 b,Confirmed planets,,,,,,0.153,0.004,0.005,,,4.336429330,0.000006950,0.000006950,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1002.xml
Kepler-1003 b,Kepler-1003 b,Confirmed planets,,,,,,0.159,0.020,0.043,,,3.554856910,0.000006710,0.000006710,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1003.xml
Kepler-1004 b,Kepler-1004 b,Confirmed planets,,,,,,0.560,0.039,0.070,,,5.287897870,0.000011980,0.000011980,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1004.xml
Kepler-1005 b,Kepler-1005 b,Confirmed planets,,,,,,0.134,0.013,0.019,,,6.498015250,0.000013200,0.000013200,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1005.xml
Kepler-1006 b,Kepler-1006 b,Confirmed planets,,,,,,0.137,0.012,0.024,,,19.761720420,0.000066700,0.000066700,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1006.xml
Kepler-1007 b,Kepler-1007 b,Confirmed planets,,,,,,0.128,0.006,0.006,,,5.185002070,0.000009320,0.000009320,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1007.xml
Kepler-1008 b,Kepler-1008 b,Confirmed planets,,,,,,0.114,0.004,0.006,,,12.439311930,0.000028370,0.000028370,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1008.xml
Kepler-1009 b,Kepler-1009 b,Confirmed planets,,,,,,0.194,0.021,0.024,,,11.350119170,0.000022500,0.000022500,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1009.xml
Kepler-101 b,Kepler-101 b|KOI-46 b|KOI-46.01|KIC 10905239 b,Confirmed planets,0.161,0.015,0.016,,,0.515,0.070,0.076,,,3.4876812,0.0000070,0.0000070,,,0.086,0.059,0.080,,,,,,,,transit,2014,15/01/27,Kepler-101.xml
Kepler-101 c,Kepler-101 c|KOI-46 c|KOI-46.02|KIC 10905239 c,Confirmed planets,,,,,0.0119,0.112,0.015,0.017,,,6.029760,0.000075,0.000075,,,,,,,,,,,,,transit,2014,15/01/27,Kepler-101.xml
Kepler-1010 b,Kepler-1010 b,Confirmed planets,,,,,,0.207,0.016,0.039,,,34.268570500,0.000118100,0.000118100,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1010.xml
Kepler-1011 b,Kepler-1011 b,Confirmed planets,,,,,,0.256,0.039,0.026,,,5.753221970,0.000009420,0.000009420,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1011.xml
Kepler-1012 b,Kepler-1012 b,Confirmed planets,,,,,,0.115,0.005,0.007,,,5.508604390,0.000011510,0.000011510,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1012.xml
Kepler-1013 b,Kepler-1013 b,Confirmed planets,,,,,,0.192,0.018,0.032,,,18.930549590,0.000046720,0.000046720,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1013.xml
Kepler-1014 b,Kepler-1014 b,Confirmed planets,,,,,,0.213,0.022,0.019,,,16.571103630,0.000038170,0.000038170,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1014.xml
Kepler-1015 b,Kepler-1015 b,Confirmed planets,,,,,,0.317,0.059,0.118,,,16.004942140,0.000041750,0.000041750,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1015.xml
Kepler-1016 b,Kepler-1016 b,Confirmed planets,,,,,,0.194,0.025,0.033,,,1.954524340,0.000003310,0.000003310,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1016.xml
Kepler-1016 c,Kepler-1016 c,Confirmed planets,,,,,,0.328,0.033,0.058,,,105.655136900,0.000545200,0.000545200,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1016.xml
Kepler-1017 b,Kepler-1017 b,Confirmed planets,,,,,,0.178,0.011,0.026,,,7.234004690,0.000014330,0.000014330,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1017.xml
Kepler-1018 b,Kepler-1018 b,Confirmed planets,,,,,,0.230,0.017,0.027,,,49.101351400,0.000187600,0.000187600,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1018.xml
Kepler-1019 b,Kepler-1019 b,Confirmed planets,,,,,,0.130,0.014,0.004,,,1.411229850,0.000000750,0.000000750,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1019.xml
Kepler-102 e,Kepler-102 e|KOI-82.01|KOI-82 e|KIC 10187017 e,Confirmed planets,0.028091,0.006291,0.006291,,,0.202309,0.006379,0.006379,,,16.1457,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-102.xml
Kepler-102 d,Kepler-102 d|KOI-82.02|KOI-82 d|KIC 10187017 d,Confirmed planets,0.011954,0.005662,0.005662,,,0.107534,0.003645,0.003645,,,10.3117,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-102.xml
Kepler-102 f,Kepler-102 f|KOI-82.03|KOI-82 f|KIC 10187017 f,Confirmed planets,,,,,0.016358,0.080195,0.002734,0.002734,,,27.4536,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-102.xml
Kepler-102 c,Kepler-102 c|KOI-82.04|KOI-82 c|KIC 10187017 c,Confirmed planets,,,,,0.009437,0.052856,0.001823,0.001823,,,7.07142,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-102.xml
Kepler-102 b,Kepler-102 b|KOI-82.05|KOI-82 b|KIC 10187017 b,Confirmed planets,,,,,0.013527,0.042831,0.001823,0.001823,,,5.28696,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-102.xml
Kepler-1020 b,Kepler-1020 b,Confirmed planets,,,,,,0.203,0.008,0.007,,,96.915149600,0.000363200,0.000363200,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1020.xml
Kepler-1021 b,Kepler-1021 b,Confirmed planets,,,,,,0.208,0.016,0.022,,,13.474695710,0.000032100,0.000032100,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1021.xml
Kepler-1022 b,Kepler-1022 b,Confirmed planets,,,,,,0.211,0.025,0.007,,,10.994698780,0.000018800,0.000018800,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1022.xml
Kepler-1023 b,Kepler-1023 b,Confirmed planets,,,,,,0.235,0.016,0.027,,,62.138771400,0.000219900,0.000219900,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1023.xml
Kepler-1024 b,Kepler-1024 b,Confirmed planets,,,,,,0.349,0.023,0.024,,,66.416213300,0.000353800,0.000353800,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1024.xml
Kepler-1025 b,Kepler-1025 b,Confirmed planets,,,,,,0.177,0.020,0.037,,,37.322949300,0.000136300,0.000136300,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1025.xml
Kepler-1026 b,Kepler-1026 b,Confirmed planets,,,,,,0.197,0.013,0.029,,,36.515605300,0.000103700,0.000103700,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1026.xml
Kepler-1027 b,Kepler-1027 b,Confirmed planets,,,,,,0.079,0.002,0.004,,,1.907805200,0.000002460,0.000002460,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1027.xml
Kepler-1028 b,Kepler-1028 b,Confirmed planets,,,,,,0.119,0.010,0.013,,,2.514624320,0.000004950,0.000004950,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1028.xml
Kepler-1029 b,Kepler-1029 b,Confirmed planets,,,,,,0.112,0.006,0.007,,,4.417696480,0.000008900,0.000008900,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1029.xml
Kepler-103 b,Kepler-103 b|KOI-108.01|KOI-108 b|KIC 4914423 b,Confirmed planets,,,,,0.094371,0.307109,0.008202,0.008202,,,15.9654,,,,,0.03,0.03,0.20,,,,,,,,transit,2014,15/06/12,Kepler-103.xml
Kepler-103 c,Kepler-103 c|KOI-108.02|KOI-108 c|KIC 4914423 c,Confirmed planets,,,,,0.298842,0.468410,0.012758,0.012758,,,179.612,,,,,0.02,0.02,0.19,,,,,,,,transit,2014,15/06/12,Kepler-103.xml
Kepler-1030 b,Kepler-1030 b,Confirmed planets,,,,,,0.221,0.016,0.011,,,19.329524160,0.000074740,0.000074740,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1030.xml
Kepler-1031 b,Kepler-1031 b,Confirmed planets,,,,,,0.078,0.010,0.019,,,1.226217320,0.000004510,0.000004510,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1031.xml
Kepler-1032 b,Kepler-1032 b,Confirmed planets,,,,,,0.167,0.007,0.009,,,3.290117950,0.000005050,0.000005050,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1032.xml
Kepler-1033 b,Kepler-1033 b,Confirmed planets,,,,,,0.224,0.016,0.037,,,7.560528060,0.000024050,0.000024050,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1033.xml
Kepler-1034 b,Kepler-1034 b,Confirmed planets,,,,,,0.202,0.012,0.015,,,12.124009430,0.000033200,0.000033200,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1034.xml
Kepler-1035 b,Kepler-1035 b,Confirmed planets,,,,,,0.104,0.010,0.025,,,2.714077550,0.000003710,0.000003710,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1035.xml
Kepler-1036 b,Kepler-1036 b,Confirmed planets,,,,,,0.269,0.047,0.012,,,122.880805800,0.000709000,0.000709000,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1036.xml
Kepler-1037 b,Kepler-1037 b,Confirmed planets,,,,,,0.114,0.006,0.008,,,1.063788670,0.000001260,0.000001260,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1037.xml
Kepler-1038 b,Kepler-1038 b,Confirmed planets,,,,,,0.315,0.035,0.046,,,148.460338200,0.000689400,0.000689400,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1038.xml
Kepler-1039 b,Kepler-1039 b,Confirmed planets,,,,,,0.130,0.020,0.008,,,0.934884240,0.000000870,0.000000870,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1039.xml
Kepler-104 b,Kepler-104 b|KOI-111 b|KOI-111.01|KIC 6678383 b|KIC 6678383.01,Confirmed planets,,,,,,0.28250,0.04830,0.04830,,,11.427548,.000015,0.000015,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-104.xml
Kepler-104 c,Kepler-104 c|KOI-111 c|KOI-111.02|KIC 6678383 c|KIC 6678383.02,Confirmed planets,,,,,,0.28524,0.05012,0.05012,,,23.668205,.000056,0.000056,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-104.xml
Kepler-104 d,Kepler-104 d|KOI-111 d|KOI-111.03|KIC 6678383 d|KIC 6678383.03,Confirmed planets,,,,,,0.32625,0.05559,0.05559,,,51.755394,.000160,0.000160,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-104.xml
Kepler-1040 b,Kepler-1040 b,Confirmed planets,,,,,,0.186,0.009,0.016,,,201.121400000,0.001945000,0.001945000,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1040.xml
Kepler-1041 b,Kepler-1041 b,Confirmed planets,,,,,,0.262,0.047,0.055,,,24.757642100,0.000111200,0.000111200,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1041.xml
Kepler-1042 b,Kepler-1042 b,Confirmed planets,,,,,,0.195,0.014,0.010,,,10.132025750,0.000030280,0.000030280,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1042.xml
Kepler-1043 b,Kepler-1043 b,Confirmed planets,,,,,,0.227,0.021,0.035,,,38.505339800,0.000178500,0.000178500,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1043.xml
Kepler-1044 b,Kepler-1044 b,Confirmed planets,,,,,,0.238,0.026,0.055,,,6.774088680,0.000018670,0.000018670,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1044.xml
Kepler-1045 b,Kepler-1045 b,Confirmed planets,,,,,,0.240,0.014,0.019,,,26.410454780,0.000071940,0.000071940,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1045.xml
Kepler-1046 b,Kepler-1046 b,Confirmed planets,,,,,,0.153,0.010,0.011,,,14.375080350,0.000040940,0.000040940,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1046.xml
Kepler-1047 b,Kepler-1047 b,Confirmed planets,,,,,,0.186,0.015,0.023,,,56.188688700,0.000275600,0.000275600,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1047.xml
Kepler-1047 c,Kepler-1047 c,Confirmed planets,,,,,,0.088,0.008,0.012,,,3.188976010,0.000020380,0.000020380,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1047.xml
Kepler-1048 b,Kepler-1048 b,Confirmed planets,,,,,,0.144,0.007,0.008,,,6.921010210,0.000024150,0.000024150,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1048.xml
Kepler-1049 b,Kepler-1049 b,Confirmed planets,,,,,,0.085,0.014,0.009,,,3.273460740,0.000005310,0.000005310,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1049.xml
Kepler-105 b,Kepler-105 b|KOI-115 b|KOI-115.01|KIC 9579641 b|KIC 9579641.01,Confirmed planets,,,,,,0.25972,0.05468,0.05468,,,5.412200,0.000004,0.000004,,,,,,,,,,,,,transit,2014,16/01/13,Kepler-105.xml
Kepler-105 c,Kepler-105 c|KOI-115 c|KOI-115.02|KIC 9579641 c|KIC 9579641.02,Confirmed planets,0.014483,0.002781,0.002904,,,0.14672,0.03098,0.03098,,,7.125939,0.000017,0.000017,,,,,,,,,,,,,transit,2014,16/01/13,Kepler-105.xml
KOI-115.03,KOI-115.03,Controversial,,,,,,0.00230,0.00013,0.00013,,,3.43632,,,,,,,,,,,,,,,transit,2013,16/01/13,Kepler-105.xml
Kepler-1050 b,Kepler-1050 b,Confirmed planets,,,,,,0.143,0.016,0.043,,,15.378754600,0.000069150,0.000069150,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1050.xml
Kepler-1050 c,Kepler-1050 c,Confirmed planets,,,,,,0.132,0.014,0.031,,,21.128456900,0.000112000,0.000112000,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1050.xml
Kepler-1051 b,Kepler-1051 b,Confirmed planets,,,,,,0.303,0.060,0.110,,,25.962002490,0.000086340,0.000086340,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1051.xml
Kepler-1052 b,Kepler-1052 b,Confirmed planets,,,,,,0.261,0.028,0.048,,,34.853827600,0.000126000,0.000126000,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1052.xml
Kepler-1053 b,Kepler-1053 b,Confirmed planets,,,,,,0.087,0.004,0.004,,,2.414351650,0.000002540,0.000002540,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1053.xml
Kepler-1054 b,Kepler-1054 b,Confirmed planets,,,,,,0.235,0.047,0.103,,,4.306556890,0.000014260,0.000014260,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1054.xml
Kepler-1055 b,Kepler-1055 b,Confirmed planets,,,,,,0.110,0.005,0.006,,,2.295036230,0.000003470,0.000003470,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1055.xml
Kepler-1056 b,Kepler-1056 b,Confirmed planets,,,,,,0.269,0.054,0.119,,,27.495606000,0.000145700,0.000145700,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1056.xml
Kepler-1057 b,Kepler-1057 b,Confirmed planets,,,,,,0.300,0.046,0.098,,,14.088274480,0.000040450,0.000040450,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1057.xml
Kepler-1058 b,Kepler-1058 b,Confirmed planets,,,,,,0.243,0.029,0.010,,,110.965460000,0.001146000,0.001146000,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1058.xml
Kepler-1059 b,Kepler-1059 b,Confirmed planets,,,,,,0.154,0.013,0.011,,,3.764191050,0.000009540,0.000009540,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1059.xml
Kepler-106 c,Kepler-106 c|KOI-116.01|KOI-116 c|KIC 8395660 c,Confirmed planets,0.032841,0.010066,0.010066,,,0.227826,0.029162,0.029162,,,13.5708,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-106.xml
Kepler-106 e,Kepler-106 e|KOI-116.02|KOI-116 e|KIC 8395660 e,Confirmed planets,0.035137,0.018245,0.018245,,,0.233294,0.030073,0.030073,,,43.8445,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-106.xml
Kepler-106 b,Kepler-106 b|KOI-116.03|KOI-116 b|KIC 8395660 b,Confirmed planets,,,,,0.016672,0.074727,0.010024,0.010024,,,6.16486,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-106.xml
Kepler-106 d,Kepler-106 d|KOI-116.04|KOI-116 d|KIC 8395660 d,Confirmed planets,,,,,0.025480,0.086574,0.011847,0.011847,,,23.9802,,,,,,,,,,,,,,,transit,2014,14/02/24,Kepler-106.xml
Kepler-1060 b,Kepler-1060 b,Confirmed planets,,,,,,0.212,0.026,0.040,,,46.877936700,0.000305000,0.000305000,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1060.xml
Kepler-1061 b,Kepler-1061 b,Confirmed planets,,,,,,0.177,0.033,0.010,,,2.757982670,0.000003880,0.000003880,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1061.xml
Kepler-1062 b,Kepler-1062 b,Confirmed planets,,,,,,0.157,0.009,0.008,,,9.304120780,0.000023940,0.000023940,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1062.xml
Kepler-1063 b,Kepler-1063 b,Confirmed planets,,,,,,0.133,0.017,0.036,,,14.079714660,0.000028710,0.000028710,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1063.xml
Kepler-1064 b,Kepler-1064 b,Confirmed planets,,,,,,0.138,0.004,0.006,,,16.540803220,0.000041110,0.000041110,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1064.xml
Kepler-1065 b,Kepler-1065 b,Confirmed planets,,,,,,0.333,0.032,0.057,,,3.609308910,0.000005100,0.000005100,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1065.xml
Kepler-1065 c,Kepler-1065 c,Confirmed planets,,,,,,0.143,0.015,0.021,,,2.370307430,0.000016910,0.000016910,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1065.xml
Kepler-1066 b,Kepler-1066 b,Confirmed planets,,,,,,0.211,0.029,0.045,,,1.931559840,0.000001570,0.000001570,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1066.xml
Kepler-1067 b,Kepler-1067 b,Confirmed planets,,,,,,0.071,0.005,0.011,,,0.762129260,0.000002730,0.000002730,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1067.xml
Kepler-1068 b,Kepler-1068 b,Confirmed planets,,,,,,0.324,0.033,0.079,,,16.923441130,0.000054460,0.000054460,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1068.xml
Kepler-1069 b,Kepler-1069 b,Confirmed planets,,,,,,0.143,0.012,0.028,,,23.899029600,0.000149700,0.000149700,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1069.xml
Kepler-107 e,Kepler-107 e|KOI-117 e|KOI-117.01|KIC 10875245 e|KIC 10875245.01,Confirmed planets,,,,,,0.31440,0.02278,0.02278,,,14.749049,0.000034,0.000034,,,0.02,0.02,0.18,,,,,,,,transit,2014,14/02/26,Kepler-107.xml
Kepler-107 c,Kepler-107 c|KOI-117 c|KOI-117.02|KIC 10875245 c|KIC 10875245.02,Confirmed planets,,,,,,0.16495,0.01640,0.01640,,,4.901425,.000016,0.000016,,,0.02,0.02,0.26,,,,,,,,transit,2014,14/02/26,Kepler-107.xml
Kepler-107 b,Kepler-107 b|KOI-117 b|KOI-117.03|KIC 10875245 b|KIC 10875245.03,Confirmed planets,,,,,,0.14216,0.00547,0.00547,,,3.179997,0.000011,0.000011,,,0.02,0.02,0.20,,,,,,,,transit,2014,14/02/26,Kepler-107.xml
Kepler-107 d,Kepler-107 d|KOI-117 d|KOI-117.04|KIC 10875245 d|KIC 10875245.04,Confirmed planets,,,,,,0.09751,0.00547,0.00547,,,7.958203,.000104,0.000104,,,0.14,0.14,0.25,,,,,,,,transit,2014,14/02/26,Kepler-107.xml
Kepler-1070 b,Kepler-1070 b,Confirmed planets,,,,,,0.154,0.022,0.072,,,6.221614700,0.000019440,0.000019440,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1070.xml
Kepler-1071 b,Kepler-1071 b,Confirmed planets,,,,,,0.212,0.012,0.006,,,6.179984400,0.000013670,0.000013670,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1071.xml
Kepler-1072 b,Kepler-1072 b,Confirmed planets,,,,,,0.141,0.021,0.064,,,1.569066500,0.000002900,0.000002900,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1072.xml
Kepler-1073 b,Kepler-1073 b,Confirmed planets,,,,,,0.205,0.022,0.044,,,8.678885930,0.000024090,0.000024090,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1073.xml
Kepler-1073 c,Kepler-1073 c,Confirmed planets,,,,,,0.146,0.016,0.030,,,4.025822540,0.000014840,0.000014840,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1073.xml
Kepler-1074 b,Kepler-1074 b,Confirmed planets,,,,,,0.112,0.008,0.021,,,5.945665340,0.000014430,0.000014430,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1074.xml
Kepler-1075 b,Kepler-1075 b,Confirmed planets,,,,,,0.127,0.029,0.014,,,1.523728160,0.000002700,0.000002700,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1075.xml
Kepler-1076 b,Kepler-1076 b,Confirmed planets,,,,,,0.071,0.003,0.004,,,6.147279180,0.000021120,0.000021120,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1076.xml
Kepler-1077 b,Kepler-1077 b,Confirmed planets,,,,,,0.247,0.029,0.062,,,34.351187400,0.000150300,0.000150300,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1077.xml
Kepler-1078 b,Kepler-1078 b,Confirmed planets,,,,,,0.170,0.029,0.027,,,3.007252420,0.000012420,0.000012420,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1078.xml
Kepler-1079 b,Kepler-1079 b,Confirmed planets,,,,,,0.145,0.025,0.029,,,13.245031880,0.000048860,0.000048860,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1079.xml
Kepler-108 b,Kepler-108 b|KOI-119 b|KOI-119.01|KIC 9471974 b|KIC 9471974.01,Confirmed planets,,,,,,0.78828,0.04374,0.04374,,,49.183921,0.000054,0.000054,,,0.22,0.12,0.19,,,,,,,,transit,2014,14/02/26,Kepler-108.xml
Kepler-108 c,Kepler-108 c|KOI-119 c|KOI-119.02|KIC 9471974 c|KIC 9471974.02,Confirmed planets,,,,,,0.74545,0.04648,0.04648,,,190.323494,.000988,0.000988,,,0.04,0.04,0.19,,,,,,,,transit,2014,14/02/26,Kepler-108.xml
Kepler-1080 b,Kepler-1080 b,Confirmed planets,,,,,,0.293,0.045,0.101,,,77.254839600,0.000319800,0.000319800,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1080.xml
Kepler-1081 b,Kepler-1081 b,Confirmed planets,,,,,,0.090,0.006,0.009,,,3.856918550,0.000009660,0.000009660,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1081.xml
Kepler-1082 b,Kepler-1082 b,Confirmed planets,,,,,,0.100,0.012,0.016,,,1.543206600,0.000004540,0.000004540,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1082.xml
Kepler-1083 b,Kepler-1083 b,Confirmed planets,,,,,,0.300,0.056,0.014,,,33.417799300,0.000185400,0.000185400,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1083.xml
Kepler-1084 b,Kepler-1084 b,Confirmed planets,,,,,,0.099,0.013,0.021,,,2.053336790,0.000004130,0.000004130,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1084.xml
Kepler-1085 b,Kepler-1085 b,Confirmed planets,,,,,,0.644,0.066,0.158,,,219.321752800,0.000894600,0.000894600,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1085.xml
Kepler-1086 b,Kepler-1086 b,Confirmed planets,,,,,,0.218,0.025,0.031,,,18.784257280,0.000052830,0.000052830,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1086.xml
Kepler-1086 c,Kepler-1086 c,Confirmed planets,,,,,,0.262,0.012,0.010,,,161.516334500,0.000862900,0.000862900,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1086.xml
Kepler-1087 b,Kepler-1087 b,Confirmed planets,,,,,,0.054,0.004,0.015,,,0.693842850,0.000001590,0.000001590,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1087.xml
Kepler-1088 b,Kepler-1088 b,Confirmed planets,,,,,,0.127,0.009,0.010,,,23.127486440,0.000089190,0.000089190,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-1088.xml
