Primary star name(from standardize_OEC_star.csv),pl_hostname(from standardize_NASA_Catalogue_Star_Data.csv),Mass [MSun](from standardize_OEC_star.csv),st_mass(from standardize_NASA_Catalogue_Star_Data.csv),Mass [MSun] errorminus(from standardize_OEC_star.csv),st_masserr2(from standardize_NASA_Catalogue_Star_Data.csv),Mass [MSun] errorplus(from standardize_OEC_star.csv),st_masserr1(from standardize_NASA_Catalogue_Star_Data.csv),Radius [RSun](from standardize_OEC_star.csv),st_rad(from standardize_NASA_Catalogue_Star_Data.csv),Radius [RSun] errorminus(from standardize_OEC_star.csv),st_raderr2(from standardize_NASA_Catalogue_Star_Data.csv),Radius [RSun] errorplus(from standardize_OEC_star.csv),st_raderr1(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr](from standardize_OEC_star.csv),st_age(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] errorminus(from standardize_OEC_star.csv),st_ageerr2(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] errorplus(from standardize_OEC_star.csv),st_ageerr1(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] lowerlimit(from standardize_OEC_star.csv),Age [Gyr] lowerlimit(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] upperlimit(from standardize_OEC_star.csv),Age [Gyr] upperlimit(from standardize_NASA_Catalogue_Star_Data.csv),Metallicity [Fe/H](from standardize_OEC_star.csv),st_metfe(from standardize_NASA_Catalogue_Star_Data.csv),Metallicity [Fe/H] errorminus(from standardize_OEC_star.csv),st_metfeerr2(from standardize_NASA_Catalogue_Star_Data.csv),Metallicity [Fe/H] errorplus(from standardize_OEC_star.csv),st_metfeerr1(from standardize_NASA_Catalogue_Star_Data.csv),Temperature [K](from standardize_OEC_star.csv),st_teff(from standardize_NASA_Catalogue_Star_Data.csv),Temperature [K] errorminus(from standardize_OEC_star.csv),st_tefferr2(from standardize_NASA_Catalogue_Star_Data.csv),Temperature [K] errorplus(from standardize_OEC_star.csv),st_tefferr1(from standardize_NASA_Catalogue_Star_Data.csv),Spectral type(from standardize_OEC_star.csv),Spectral type(from standardize_NASA_Catalogue_Star_Data.csv),Visual magnitude(from standardize_OEC_star.csv),st_optmag(from standardize_NASA_Catalogue_Star_Data.csv),Visual magnitude errorminus(from standardize_OEC_star.csv),st_optmagerr(from standardize_NASA_Catalogue_Star_Data.csv),Visual magnitude errorplus(from standardize_OEC_star.csv),st_optmagerr(from standardize_NASA_Catalogue_Star_Data.csv),source (xml)(from standardize_OEC_star.csv),source (xml)(from standardize_NASA_Catalogue_Star_Data.csv)
Kepler-1481,Kepler-1481,,,,,,,,,,,,,,3.890,,2.240,,6.130,,,,,,,0.16,0.161,0.15,0.152,,,65.8,65.82,52.5,52.54,,,,14.779,,,,,Kepler-1481.xml,
Kepler-1482,Kepler-1482,,,,,,,,,,,,,,4.470,,2.800,,6.700,,,,,,,0.16,0.157,0.15,0.155,,,59.3,59.31,,,,,,13.747,,,,,Kepler-1482.xml,
KELT-17,KELT-17,1.635,1.64,0.061,0.06,0.066,0.07,1.645,1.65,0.055,0.06,,,,0.650,,0.150,,0.150,,,,,,,,,,,,,,,,,,,,,,,,,KELT-17.xml,
OGLE2-TR-L9,OGLE2-TR-L9,,,,,,0.08,,,,,,0.04,,,,,,,,,,,-0.05,,,,,,,,,,,58.00,f3,,,,,,,,OGLE2-TR-L9.xml,
OGLE-TR-111,OGLE-TR-111,0.82,0.85,,,,0.06,0.831,0.83,,,,0.04,,,,,,,,,,,0.12,,,,,,5070.0,5040.00,,,,80.00,g,,16.96,15.550,,,,,OGLE-TR-111.xml,
OGLE-TR-113,OGLE-TR-113,0.779,0.78,0.015,,0.017,0.02,0.774,0.77,0.011,,,,13.2,,2.4,,0.8,,,,,,0.09,,0.08,,0.08,,,,75,,,,k,,16.08,14.420,,,,,OGLE-TR-113.xml,
OGLE-TR-132,OGLE-TR-132,1.19,1.30,0.13,0.07,0.13,0.07,1.35,1.32,0.10,0.12,0.10,0.17,,1.200,,1.100,,1.500,,,,,,,,0.100,,0.100,,,,75.00,,75.00,f,,,15.720,,,,,OGLE-TR-132.xml,
OGLE-TR-211,OGLE-TR-211,,,,,,0.05,,,,,,0.21,,,,,,,,,,,0.11,,,,,,,,,,,91.00,,,,,,,,,OGLE-TR-211.xml,
Oph 11 A,Oph 11,0.051,0.02,0.007,0.01,0.009,0.00,,,,,,,,5.000,,2.000,,2.000,,,,,,,,,,,2838,2375.00,,175.00,,175.00,m7.25,,,,,,,,Oph 11.xml,
Pr0211,Pr0211,0.935,0.94,0.013,0.01,0.013,0.01,0.827,0.83,0.012,0.01,0.012,0.01,0.790,0.578,0.030,0.012,0.030,0.012,,,,,,,,,,,,,,,,,g9.3,,12.15,12.060,,,,,Pr0211.xml,
PSR B1620-26,PSR B1620-26,,,,,,,0.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,pulsar,,24,,,,,,PSR B1620-26.xml,
PSR J1719-1438,PSR J1719-1438,,,,,,,0.000014,0.04,,,,,,12.500,,,,,12.5,,,,,,,,,,,4500.00,,,,,pulsar,,,,,,,,PSR J1719-1438.xml,
Qatar-1,Qatar-1,0.85,0.84,,0.04,,0.04,,,,0.02,,0.02,4.5,,,,,,,,,,0.2,0.171,,0.094,,0.097,4910,5013.00,,88.00,,93.00,k,,12.84,12.843,,0.137,,0.137,Qatar-1.xml,
Kepler-1483,Kepler-1483,,,,,,,,,,,,,,2.400,,0.735,,0.997,,,,,,,0.16,0.159,0.13,0.132,,,223.8,223.77,208.7,208.71,,,,14.440,,,,,Kepler-1483.xml,
Kepler-1484,Kepler-1484,,,,,,,,,,,,,,3.980,,2.330,,4.070,,,,,,,0.21,0.212,0.18,0.181,,,,,204.0,204.01,,,,15.268,,,,,Kepler-1484.xml,
Kepler-1485,Kepler-1485,,,,,,,,,,,,,,2.510,,0.949,,1.330,,,,,,,0.08,0.083,,,,,89.4,89.44,92.3,92.28,,,,13.204,,,,,Kepler-1485.xml,
Kepler-1486,Kepler-1486,,,,,,,,,,,,,,3.550,,1.830,,2.090,,,,,,,0.14,0.141,0.14,0.138,,,160.7,160.68,147.6,147.55,,,,15.335,,,,,Kepler-1486.xml,
Kepler-1487,Kepler-1487,,,,,,,,,,,,,,1.950,,0.474,,0.705,,,,,,,0.15,0.153,0.13,0.131,,,190.3,190.33,230.6,230.55,,,,13.489,,,,,Kepler-1487.xml,
Kepler-1488,Kepler-1488,,,,,,,,,,,,,,6.920,,2.360,,1.300,,,,,,,0.07,0.073,0.09,0.093,,,62.2,62.23,71.0,71.05,,,,13.102,,,,,Kepler-1488.xml,
Kepler-1489,Kepler-1489,,,,,,,,,,,,,,4.070,,2.430,,4.940,,,,,,,0.19,0.192,0.17,0.174,,,64.0,64.04,76.9,76.91,,,,14.828,,,,,Kepler-1489.xml,
Kepler-1490,Kepler-1490,,,,,,,,,,,,,,4.570,,2.880,,5.090,,,,,,,0.18,0.179,0.16,0.156,,,190.5,190.47,193.5,193.53,,,,15.449,,,,,Kepler-1490.xml,
Kepler-1491,Kepler-1491,,,,,,,,,,,,,,4.570,,2.760,,3.710,,,,,,,0.15,0.149,0.13,0.133,,,115.3,115.34,84.5,84.52,,,,15.589,,,,,Kepler-1491.xml,
Kepler-1492,Kepler-1492,,,,,,,,,,,,,,2.820,,1.320,,5.830,,,,,,,0.18,0.179,0.15,0.148,,,72.6,72.63,54.3,54.27,,,,14.534,,,,,Kepler-1492.xml,
Kepler-1493,Kepler-1493,,,,,,,,,,,,,,6.460,,1.840,,1.400,,,,,,,0.07,0.071,0.09,0.094,,,82.8,82.85,78.7,78.69,,,,13.109,,,,,Kepler-1493.xml,
Kepler-1494,Kepler-1494,,,,,,,,,,,,,,4.370,,2.670,,4.260,,,,,,,0.18,0.182,,,,,107.3,107.31,86.9,86.94,,,,15.214,,,,,Kepler-1494.xml,
Kepler-1495,Kepler-1495,,,,,,,,,,,,,,4.170,,2.440,,2.830,,,,,,,0.15,0.146,0.13,0.133,,,139.4,139.38,91.0,90.97,,,,15.417,,,,,Kepler-1495.xml,
Kepler-1496,Kepler-1496,,,,,,,,,,,,,,2.950,,1.190,,1.290,,,,,,,0.15,0.152,0.13,0.128,,,,,140.3,140.35,,,,14.694,,,,,Kepler-1496.xml,
Kepler-1497,Kepler-1497,,,,,,,,,,,,,,4.270,,2.620,,4.090,,,,,,,0.17,0.172,0.13,0.134,,,,,159.8,159.75,,,,15.364,,,,,Kepler-1497.xml,
Kepler-1498,Kepler-1498,,,,,,,,,,,,,,4.170,,2.440,,6.280,,,,,,,0.16,0.156,0.14,0.141,,,58.2,58.16,60.4,60.36,,,,15.033,,,,,Kepler-1498.xml,
Kepler-1499,Kepler-1499,,,,,,,,,,,,,,4.680,,2.840,,6.000,,,,,,,0.17,0.169,0.15,0.149,,,92.2,92.24,77.0,77.02,,,,13.509,,,,,Kepler-1499.xml,
Kepler-1500,Kepler-1500,,,,,,,,,,,,,,4.070,,2.300,,2.970,,,,,,,0.18,0.185,0.16,0.156,,,140.6,140.57,122.1,122.09,,,,14.606,,,,,Kepler-1500.xml,
Kepler-1501,Kepler-1501,,,,,,,,,,,,,,2.750,,1.020,,0.919,,,,,,,0.16,0.163,0.14,0.137,,,123.7,123.73,111.6,111.62,,,,13.710,,,,,Kepler-1501.xml,
Kepler-1502,Kepler-1502,,,,,,,,,,,,,,1.700,,0.401,,0.740,,,,,,,,,0.14,0.138,,,272.1,272.08,321.2,321.18,,,,14.155,,,,,Kepler-1502.xml,
Kepler-1503,Kepler-1503,,,,,,,,,,,,,,5.130,,3.260,,5.860,,,,,,,0.26,0.259,0.18,0.179,,,74.0,73.98,95.0,95.03,,,,15.796,,,,,Kepler-1503.xml,
Kepler-1504,Kepler-1504,,,,,,,,,,,,,,4.470,,2.840,,6.050,,,,,,,0.20,0.204,,,,,78.9,78.86,102.3,102.27,,,,15.654,,,,,Kepler-1504.xml,
Kepler-1505,Kepler-1505,,,,,,,,,,,,,,1.700,,0.459,,0.981,,,,,,,0.11,0.111,0.10,0.099,,,53.9,53.94,65.4,65.36,,,,12.988,,,,,Kepler-1505.xml,
Kepler-1506,Kepler-1506,,,,,,,,,,,,,,3.980,,2.330,,4.090,,,,,,,0.18,0.179,0.15,0.153,,,89.6,89.59,104.5,104.55,,,,15.652,,,,,Kepler-1506.xml,
Kepler-1507,Kepler-1507,,,,,,,,,,,,,,4.570,,2.850,,6.440,,,,,,,0.17,0.173,,,,,70.1,70.14,63.4,63.43,,,,13.136,,,,,Kepler-1507.xml,
Kepler-1508,Kepler-1508,,,,,,,,,,,,,,2.690,,1.090,,1.700,,,,,,,0.18,0.176,0.13,0.132,,,280.4,280.41,294.8,294.77,,,,14.276,,,,,Kepler-1508.xml,
Kepler-1509,Kepler-1509,,,,,,,,,,,,,,3.980,,2.280,,3.300,,,,,,,0.16,0.162,0.14,0.138,,,80.2,80.25,69.6,69.62,,,,15.386,,,,,Kepler-1509.xml,
Kepler-1510,Kepler-1510,,,,,,,,,,,,,,2.750,,1.040,,1.340,,,,,,,0.14,0.143,0.13,0.129,,,224.2,224.25,177.7,177.72,,,,15.169,,,,,Kepler-1510.xml,
Kepler-1511,Kepler-1511,,,,,,,,,,,,,,3.310,,1.440,,1.210,,,,,,,,,0.15,0.152,,,86.9,86.89,72.7,72.72,,,,13.932,,,,,Kepler-1511.xml,
Kepler-1512,Kepler-1512,,,,,,,,,,,,,,1.780,,0.505,,2.680,,,,,,,,,0.11,0.106,,,,,59.1,59.14,,,,13.393,,,,,Kepler-1512.xml,
Kepler-1513,Kepler-1513,,,,,,,,,,,,,,3.980,,2.400,,4.090,,,,,,,0.16,0.161,0.14,0.144,,,125.0,124.96,176.8,176.78,,,,12.888,,,,,Kepler-1513.xml,
WASP-18,WASP-18,1.24,1.28,,0.07,,0.07,,,,0.05,,0.05,,,,,,,,,,,,,,,,,,,,,,100.00,f6,,9.3,9.303,,0.018,,0.018,WASP-18.xml,
ROXs 42 B A,ROXs 42 B,0.89,1.00,0.08,,0.08,,,,,,,,0.0068,0.003,0.0023,0.003,0.0034,0.003,,,,,,,,,,,3850,,70,,100,,m0,,,,,,,,ROXs 42 B.xml,
ROXs 12,ROXs 12,,,,,,,,,,,,,0.0076,0.008,0.0025,0.025,0.0041,0.004,,,,,,,,,,,,,,,,,m0,,,15.595,,0.055,,0.055,ROXs 12.xml,
SWEEPS-4,SWEEPS-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWEEPS-4.xml,
SWEEPS-11,SWEEPS-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.830,,,,,SWEEPS-11.xml,
TrES-1,TrES-1,,,,0.04,,0.04,0.85,0.81,,0.02,,0.02,,3.700,,2.800,,3.400,,,,,0.001,0.020,,0.050,,0.050,5250,5230.00,200,50.00,200,50.00,k0v,,11.42,11.760,0.10,0.010,0.10,0.010,TrES-1.xml,
TrES-3,TrES-3,0.88,0.93,,,,0.05,0.85,0.83,,,,0.02,,,,,,,,,,,0.001,,,,,,5720,5650.00,150,,150,75.00,k0v,,,,,,,,TrES-3.xml,
TrES-4 A,TrES-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8,,,,,,,,TrES-4.xml,
TrES-5,TrES-5,0.88,0.90,,0.03,,0.03,0.85,0.87,,0.01,,0.01,7.38,,,,,,,,,,,,,0.100,,0.100,,,,36.00,,36.00,k0v,,13.58,13.718,0.26,0.005,0.26,0.005,TrES-5.xml,
TYC 1422-614-1,TYC 1422-614-1,,,,,,,,,0.16,1.38,0.16,1.38,9.77,5.890,0.22,2.340,0.22,3.880,,,,,0.15,-0.200,0.14,0.080,0.14,0.080,,,,,,,k2,,,,,,,,TYC 1422-614-1.xml,
UScoCTIO 108,USco CTIO 108,0.057,0.06,0.019,0.02,0.019,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m7,,,,,,,,UScoCTIO 108.xml,
WASP-1 A,WASP-1,,,,,,,,,0.032,0.03,0.022,0.02,,,,,,,,,,,0.23,,0.08,,0.08,,6160,,64,,64,,f7v,,,,,,,,WASP-1.xml,
WASP-3 A,WASP-3,,,,,,0.11,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,100.00,f7v,,10.64,10.500,,,,,WASP-3.xml,
WASP-4,WASP-4,0.93,0.89,,0.01,,0.01,1.15,0.92,,0.06,,0.06,,7.000,,2.900,,2.900,,,,,-0.03,-0.050,,0.040,,0.040,5500.0,5436.00,,34.00,,34.00,g8,,12.6,12.500,,,,,WASP-4.xml,
HAT-P-30 A,WASP-5,1.242,0.96,0.041,0.09,0.041,0.13,1.215,1.03,0.051,0.07,0.051,0.06,1.0,5.400,0.5,4.300,0.8,4.400,,,,,0.13,0.090,0.08,0.090,0.08,0.090,6304,5700.00,88,100.00,88,100.00,f,,10.35,12.300,0.05,,0.05,,HAT-P-30.xml,
WASP-6,WASP-6,0.888,0.84,,0.06,,0.06,0.87,0.86,,0.02,,0.02,,9.000,,12.700,,8.000,,,,,-0.2,-0.150,,0.090,,0.090,5450.0,5375.00,,65.00,,65.00,g8,,12.4,11.900,,,,,WASP-6.xml,
WASP-8 A,WASP-8,1.033,1.03,,,,0.06,0.953,0.94,,,,0.05,,,,,,,,,,,0.17,,,,,,,,,,,80.00,g6,,9.9,9.790,,,,,WASP-8.xml,
WASP-10,WASP-10,0.71,0.75,,,,0.04,0.783,0.70,,,,0.01,,,,,,,,,,,0.03,,,,,,,,,,,100.00,k5,,,,,,,,WASP-10.xml,
WASP-11 A,WASP-11,0.82,0.83,,,,0.03,0.81,0.79,,,,0.02,,,,,,,,,,,0.13,,,,,,4974,4980.00,65,,65,60.00,k3v,,11.89,11.600,,,,,WASP-11.xml,
WASP-13,WASP-13,1.187,1.09,0.065,,0.065,0.05,1.559,1.56,0.041,,0.041,0.04,,,,,,,,,,,0.0,,0.2,,0.2,,5989,5826.00,48,,48,100.00,g1v,,,,,,,,WASP-13.xml,
WASP-14 A,WASP-14,1.211,1.21,,,,0.13,1.306,1.31,,,,0.07,,,,,,,,,,,,,,,,,6462,6475.00,75,,75,100.00,f5v,,,,,,,,WASP-14.xml,
WASP-15,WASP-15,,,,,,0.12,1.477,1.48,,,,0.07,,,,,,,,,,,-0.17,,,,,,,,,,,100.00,f7,,10.9,11.000,,,,,WASP-15.xml,
WASP-17,WASP-17,1.306,1.31,,0.03,,0.03,1.572,1.57,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,80.00,,80.00,f4,,,,,,,,WASP-17.xml,
Kepler-1542,Kepler-1542,,,,,,,,,,,,,,8.510,,5.270,,3.290,,,,,,,0.08,0.078,0.08,0.084,,,63.3,63.29,63.2,63.25,,,,12.639,,,,,Kepler-1542.xml,
Kepler-1514,Kepler-1514,,,,,,,,,,,,,,1.580,,0.349,,0.633,,,,,,,0.08,0.083,0.08,0.083,,,,,82.0,81.98,,,,11.690,,,,,Kepler-1514.xml,
Kepler-1515,Kepler-1515,,,,,,,,,,,,,,1.820,,0.440,,0.535,,,,,,,0.11,0.109,,,,,81.3,81.34,94.2,94.24,,,,12.040,,,,,Kepler-1515.xml,
Kepler-1516,Kepler-1516,,,,,,,,,,,,,,4.070,,2.250,,2.150,,,,,,,0.17,0.166,0.16,0.156,,,142.2,142.16,92.1,92.11,,,,14.461,,,,,Kepler-1516.xml,
Kepler-1517,Kepler-1517,,,,,,,,,,,,,,1.380,,0.190,,0.260,,,,,,,0.15,0.152,0.14,0.144,,,,,117.0,117.01,,,,12.252,,,,,Kepler-1517.xml,
Kepler-1518,Kepler-1518,,,,,,,,,,,,,,1.480,,0.270,,0.512,,,,,,,0.17,0.165,0.15,0.148,,,290.1,290.12,320.3,320.29,,,,13.306,,,,,Kepler-1518.xml,
Kepler-1519,Kepler-1519,,,,,,,,,,,,,,3.980,,2.310,,4.280,,,,,,,0.18,0.181,0.15,0.152,,,112.7,112.71,138.8,138.77,,,,14.822,,,,,Kepler-1519.xml,
Kepler-1520,Kepler-1520,,,,,,,,,,,,,,4.470,,2.530,,5.800,,,,,,,0.15,0.152,0.14,0.144,,,71.3,71.28,82.3,82.29,,,,15.692,,,,,Kepler-1520.xml,
Kepler-1521,Kepler-1521,,,,,,,,,,,,,,4.470,,2.470,,3.910,,,,,,,0.11,0.107,0.11,0.108,,,58.1,58.14,73.6,73.64,,,,12.860,,,,,Kepler-1521.xml,
Kepler-1522,Kepler-1522,,,,,,,,,,,,,,3.890,,2.200,,3.930,,,,,,,0.17,0.175,0.16,0.157,,,100.7,100.71,132.0,131.97,,,,14.216,,,,,Kepler-1522.xml,
Kepler-1523,Kepler-1523,,,,,,,,,,,,,,4.370,,2.660,,3.800,,,,,,,0.17,0.174,0.14,0.142,,,158.6,158.59,,,,,,14.860,,,,,Kepler-1523.xml,
Kepler-1524,Kepler-1524,,,,,,,,,,,,,,2.880,,1.170,,1.220,,,,,,,,,0.14,0.135,,,210.5,210.53,149.0,148.99,,,,12.720,,,,,Kepler-1524.xml,
Kepler-1525,Kepler-1525,,,,,,,,,,,,,,2.820,,1.320,,1.780,,,,,,,0.07,0.066,,,,,66.3,66.29,70.3,70.33,,,,12.737,,,,,Kepler-1525.xml,
Kepler-1526,Kepler-1526,,,,,,,,,,,,,,4.680,,2.690,,5.990,,,,,,,0.14,0.144,0.14,0.136,,,73.9,73.91,88.6,88.57,,,,15.646,,,,,Kepler-1526.xml,
Kepler-1527,Kepler-1527,,,,,,,,,,,,,,2.820,,1.080,,0.914,,,,,,,0.14,0.144,0.14,0.142,,,166.8,166.75,111.8,111.75,,,,15.130,,,,,Kepler-1527.xml,
Kepler-1528,Kepler-1528,,,,,,,,,,,,,,3.890,,2.160,,2.600,,,,,,,0.17,0.171,0.14,0.135,,,92.5,92.52,89.0,88.96,,,,14.496,,,,,Kepler-1528.xml,
Kepler-1529,Kepler-1529,,,,,,,,,,,,,,4.790,,2.980,,5.950,,,,,,,,,0.14,0.136,,,97.9,97.92,65.1,65.08,,,,15.362,,,,,Kepler-1529.xml,
Kepler-1530,Kepler-1530,,,,,,,,,,,,,,4.270,,2.650,,5.800,,,,,,,0.17,0.166,0.14,0.141,,,65.1,65.13,62.9,62.89,,,,14.026,,,,,Kepler-1530.xml,
Kepler-1531,Kepler-1531,,,,,,,,,,,,,,2.820,,1.030,,1.390,,,,,,,0.22,0.217,0.13,0.133,,,182.9,182.91,161.6,161.61,,,,13.194,,,,,Kepler-1531.xml,
Kepler-1532,Kepler-1532,,,,,,,,,,,,,,4.270,,2.590,,5.240,,,,,,,0.17,0.175,0.16,0.159,,,75.5,75.54,129.5,129.54,,,,14.815,,,,,Kepler-1532.xml,
Kepler-1533,Kepler-1533,,,,,,,,,,,,,,2.190,,0.643,,0.989,,,,,,,0.16,0.159,0.13,0.127,,,226.7,226.69,244.0,243.97,,,,13.215,,,,,Kepler-1533.xml,
Kepler-1534,Kepler-1534,,,,,,,,,,,,,,4.570,,2.880,,6.020,,,,,,,0.17,0.167,0.14,0.136,,,110.5,110.47,130.0,130.03,,,,15.665,,,,,Kepler-1534.xml,
Kepler-1535,Kepler-1535,,,,,,,,,,,,,,3.470,,1.560,,1.650,,,,,,,0.08,0.082,0.08,0.078,,,92.0,92.04,94.6,94.56,,,,14.208,,,,,Kepler-1535.xml,
Kepler-1536,Kepler-1536,,,,,,,,,,,,,,2.950,,1.420,,5.660,,,,,,,0.20,0.198,0.17,0.166,,,76.8,76.77,70.0,69.95,,,,15.188,,,,,Kepler-1536.xml,
Kepler-1537,Kepler-1537,,,,,,,,,,,,,,5.010,,2.950,,5.880,,,,,,,,,0.16,0.159,,,,,,,,,,14.536,,,,,Kepler-1537.xml,
Kepler-1538,Kepler-1538,,,,,,,,,,,,,,4.370,,2.570,,2.800,,,,,,,0.17,0.167,0.14,0.137,,,71.6,71.61,68.8,68.83,,,,15.245,,,,,Kepler-1538.xml,
Kepler-1539,Kepler-1539,,,,,,,,,,,,,,4.790,,2.870,,6.080,,,,,,,0.17,0.171,0.16,0.156,,,58.0,57.95,55.5,55.53,,,,15.307,,,,,Kepler-1539.xml,
Kepler-1540,Kepler-1540,,,,,,,,,,,,,,2.510,,1.100,,5.320,,,,,,,0.20,0.196,0.15,0.154,,,,,69.4,69.37,,,,14.073,,,,,Kepler-1540.xml,
Kepler-1541,Kepler-1541,,,,,,,,,,,,,,4.470,,2.740,,6.150,,,,,,,0.16,0.164,0.15,0.152,,,78.6,78.58,75.1,75.06,,,,13.801,,,,,Kepler-1541.xml,
WASP-85 A,WASP-85 A,,,,,,,0.935,0.94,0.023,0.02,0.023,0.02,,,,,,,,,,,0.08,,0.10,,0.10,,,,,,,,g5,,11.2,10.720,,0.076,,0.076,WASP-85.xml,
Rho Coronae Borealis,rho CrB,1.00,0.89,,0.03,,0.03,,1.36,,0.03,,0.03,,,,,,,,,,,,-0.310,,0.050,,0.050,5823,5627.00,,54.00,,54.00,,,,,0.05,,0.05,,Rho Coronae Borealis.xml,
WASP-20,WASP-20,1.202,1.20,,,,,1.392,1.39,0.044,0.04,0.044,0.04,,,,,,,,,,,-0.009,-0.008,0.061,0.060,0.061,0.060,5950,5940.00,,,,,f9,,10.67,10.680,0.05,,0.05,,WASP-20.xml,
WASP-21,WASP-21,,,0.079,0.08,0.079,0.08,1.136,1.14,0.051,0.05,0.051,0.05,,12.000,,5.000,,5.000,,,,,,,,,,,,,,,,,g3v,,11.6,11.580,,0.080,,0.080,WASP-21.xml,
WASP-22,WASP-22,1.1,1.25,,0.03,,0.07,1.13,1.25,,0.03,,0.03,,1.300,,1.700,,0.700,,,,,-0.05,0.260,,0.050,,0.050,6000.0,6153.00,,50.00,,50.00,g,,,,,,,,WASP-22.xml,
WASP-23,WASP-23,,,,,,0.13,0.765,0.77,,,,0.05,,,,,,,,,,,,,,,,,,,,,,100.00,k1v,,12.7,,,,,,WASP-23.xml,
WASP-25,WASP-25,,,,,,0.03,0.95,0.92,,,,0.04,,,,,,,,,,,-0.05,,,,,,5750.0,5703.00,,,,100.00,g4,,11.9,11.880,,,,,WASP-25.xml,
WASP-26,WASP-26,1.12,1.11,,,,0.03,1.34,1.30,,,,0.06,,,,,,,,,,,-0.02,,,,,,5950.0,5939.00,,,,100.00,g0,,11.3,,,,,,WASP-26.xml,
WASP-28,WASP-28,1.021,1.02,,,,,1.094,1.09,0.031,0.03,0.031,0.03,,,,,,,,,,,,,,,,,,,,,,,f8,,12,12.030,,,,,WASP-28.xml,
WASP-31,WASP-31,,,,,,0.03,1.24,1.25,,,,0.03,,,,,,,,,,,-0.19,,0.09,,0.09,,6200.0,6302.00,,,,102.00,f,,,,,0.200,,0.200,WASP-31.xml,
WASP-32,WASP-32,,,0.03,,,,1.09,1.11,,,,0.05,2.42,,,,,,,,,,-0.13,,,,,,,,100,,,,g,,,,,,,,WASP-32.xml,
WASP-34,WASP-34,,,,,,0.07,,,,,,0.12,,,,,,,,,,,-0.02,,,,,,,,,,,100.00,g5,,,,,,,,WASP-34.xml,
WASP-35,WASP-35,,,0.03,,,,,,0.03,,,,,,,,,,,,,,-0.15,,0.09,,0.09,,,,90,,,,g0,,10.94,11.010,,,,,WASP-35.xml,
WASP-19,WASP-19,0.97,0.90,,0.04,,0.04,0.99,1.00,,0.02,,0.02,,,,,,,,,,,0.02,0.150,,0.070,,0.070,5500.0,5568.00,,71.00,,71.00,g8v,,12.3,12.590,,,,,WASP-19.xml,
WASP-36,WASP-36,1.02,1.08,,0.03,,0.03,0.943,0.98,,0.01,,0.01,,1.400,,3.400,,1.500,,,,,-0.31,-0.260,,0.100,,0.100,5881.0,5959.00,,134.00,,134.00,g2,,12.7,,,,,,WASP-36.xml,
WASP-38,WASP-38,1.23,1.20,,,,0.04,1.35,1.33,,,,0.03,3.41,,,,,,,,,,-0.12,,,,,,,,,,,80.00,f8,,9.42,9.447,,0.024,,0.024,WASP-38.xml,
WASP-39,WASP-39,,,,,,0.03,0.895,0.90,,,,0.02,,,,,,,,,,,-0.12,,,,,,,,,,,150.00,g8,,,,,0.130,,0.130,WASP-39.xml,
WASP-42,WASP-42,0.884,0.95,0.080,0.06,0.086,0.06,0.863,0.89,0.034,0.03,0.041,0.03,,4.400,,3.400,,4.400,,,,,0.05,0.290,0.13,0.050,0.13,0.050,5200,5315.00,150,79.00,150,79.00,k1,,,,,,,,WASP-42.xml,
WASP-43,WASP-43,0.717,0.58,,,,0.05,0.667,0.60,,,,0.04,,,,,,,,,,,-0.01,,,,,,4520.0,4400.00,,,,200.00,k7v,,,,,,,,WASP-43.xml,
WASP-44,WASP-44,0.917,0.95,,,,0.03,0.865,0.93,,,,0.07,4.1,,,,,,,,,,0.06,,,,,,,,,,,150.00,g8v,,,,,,,,WASP-44.xml,
WASP-46,WASP-46,0.956,0.83,,0.08,,0.08,0.917,0.86,,0.03,,0.03,,9.600,,5.500,,3.700,,,,,-0.37,-0.300,,,,,5620.0,5600.00,,,,,g6v,,,,,,,,WASP-46.xml,
WASP-47,WASP-47,1.026,1.04,0.076,0.08,0.076,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g9v,,,,,,,,WASP-47.xml,
WASP-48,WASP-48,1.19,1.06,0.05,0.07,0.05,0.07,1.75,1.52,0.09,0.05,0.09,0.05,,6.600,,5.600,,1.200,,,,,,,,,,,5920,6000.00,,,,,,,11.06,11.720,,0.140,,0.140,WASP-48.xml,
WASP-50,WASP-50,,,,,,0.08,,,,,,0.03,,,,,,,,,,,-0.12,,,,,,,,,,,100.00,g9,,,,,,,,WASP-50.xml,
WASP-52,WASP-52,,,,,,,,,,,,,,0.400,,0.200,,0.300,,,,,,,,,,,,,,,,,k2v,,,,,,,,WASP-52.xml,
