Primary star name,All star names,Mass [MSun],Mass [MSun] errorminus,Mass [MSun] errorplus,Radius [RSun],Radius [RSun] errorminus,Radius [RSun] errorplus,Age [Gyr],Age [Gyr] errorminus,Age [Gyr] errorplus,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,Metallicity [Fe/H],Metallicity [Fe/H] errorminus,Metallicity [Fe/H] errorplus,Temperature [K],Temperature [K] errorminus,Temperature [K] errorplus,Spectral type,Visual magnitude,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
Kepler-323,kepler-323|koi-1824|kic2989404,1.1600,0.1300,0.1300,1.178,.228,0.228,,,,,,,,,5987,50,150,,,,,Kepler-323.xml
Kepler-324,kepler-324|koi-1831|kic11601584,0.8500,0.1500,0.1500,0.840,.072,0.072,,,,,,,,,5194,100,100,,,,,Kepler-324.xml
Kepler-325,kepler-325|koi-1832|kic11709244,0.9180,0.0650,0.0650,1.003,.497,0.497,,,,,,,,,5752,200,200,,,,,Kepler-325.xml
Kepler-326,kepler-326|koi-1835|kic9471268,0.9140,0.0680,0.0680,0.801,.052,0.052,,,,,,,,,5105,100,100,,,,,Kepler-326.xml
Kepler-327,kepler-327|koi-1867|kic8167996,0.5470,0.0350,0.0350,0.492,.016,0.016,,,,,,,,,3799,100,100,,,,,Kepler-327.xml
Kepler-329,kepler-329|koi-1874|kic8978528,0.6020,0.0140,0.0140,0.523,.052,0.052,,,,,,,,,4257,200,200,,,,,Kepler-329.xml
Kepler-33,kepler-33|koi-707|kic9458613,1.291,0.121,0.063,1.82,0.18,0.14,4.27,1.03,0.74,,,0.0250,0.0019,0.0019,5904.0,47,47,,13.74,0.28,0.28,Kepler-33.xml
Kepler-330,kepler-330|koi-1891|kic8680979,0.7920,0.0310,0.0310,0.722,.267,0.267,,,,,,,,,5117,200,200,,,,,Kepler-330.xml
Kepler-331,kepler-331|koi-1895|kic4263293,0.6530,0.0140,0.0140,0.492,.047,0.047,,,,,,,,,4347,200,200,,,,,Kepler-331.xml
Kepler-332,kepler-332|koi-1905|kic10328393,,,,0.720,.041,0.041,,,,,,,,,4955,100,100,,,,,Kepler-332.xml
Kepler-333,kepler-333|koi-1908|kic5706966,0.6010,0.0150,0.0150,0.534,.054,0.054,,,,,,,,,4259,200,200,,,,,Kepler-333.xml
Kepler-334,kepler-334|koi-1909|kic10130039,1.0600,0.1500,0.1500,1.068,.194,0.194,,,,,,,,,5828,100,100,,,,,Kepler-334.xml
Kepler-335,kepler-335|koi-1915|kic9101496,,,,1.854,.350,0.350,,,,,,,,,5877,12,112,,,,,Kepler-335.xml
Kepler-336,kepler-336|koi-1916|kic6037581,1.0570,0.0600,0.0600,1.304,.230,0.230,,,,,,,,,5867,100,100,,,,,Kepler-336.xml
Kepler-337,kepler-337|koi-1929|kic10136549,1.0210,0.0960,0.0960,1.761,.485,0.485,,,,,,,,,5684,75,175,,,,,Kepler-337.xml
Kepler-338,kepler-338|koi-1930|kic5511081,1.1010,0.0720,0.0720,1.735,0.082,0.082,,,,,,-0.07,0.10,0.10,5923,77,77,,12.19,0.19,0.19,Kepler-338.xml
Kepler-339,kepler-339|koi-1931|kic10978763,0.9340,0.0370,0.0370,0.802,.362,0.362,,,,,,,,,5631,200,200,,,,,Kepler-339.xml
Kepler-34 A,kepler-34a|kic8572936a|koi-2459a,1.0479,,,1.1618,,,,,,,,,,,,,,,,,,Kepler-34.xml
Kepler-34 B,kepler-34b|kic8572936b|koi-2459b|koi-2459.01,1.0208,,,1.0927,,,,,,,,,,,,,,,,,,Kepler-34.xml
Kepler-340,kepler-340|koi-1932|kic5202905,,,,1.850,.416,0.416,,,,,,,,,6620,76,376,,,,,Kepler-340.xml
Kepler-341,kepler-341|koi-1952|kic7747425,1.0120,0.0830,0.0830,1.024,.519,0.519,,,,,,,,,6012,200,200,,,,,Kepler-341.xml
Kepler-342,kepler-342|koi-1955|kic9892816,,,,1.472,.257,0.257,,,,,,,,,6175,100,100,,,,,Kepler-342.xml
Kepler-343,kepler-343|koi-1960|kic6949061,,,,1.433,.261,0.261,,,,,,,,,5807,100,100,,,,,Kepler-343.xml
Kepler-344,kepler-344|koi-1970|kic9650808,0.9300,0.2000,0.2000,0.976,.454,0.454,,,,,,,,,5774,200,200,,,,,Kepler-344.xml
Kepler-345,kepler-345|koi-1977|kic9412760,0.6100,0.0140,0.0140,0.623,.029,0.029,,,,,,,,,4504,100,100,,,,,Kepler-345.xml
Kepler-346,kepler-346|koi-1978|kic9518318,1.0200,0.1200,0.1200,1.021,.476,0.476,,,,,,,,,6033,200,200,,,,,Kepler-346.xml
Kepler-347,kepler-347|koi-1992|kic11450414,,,,1.005,.464,0.464,,,,,,,,,6088,200,200,,,,,Kepler-347.xml
Kepler-348,kepler-348|koi-2011|kic5384079,,,,1.359,.251,0.251,,,,,,,,,6177,100,100,,,,,Kepler-348.xml
Kepler-349,kepler-349|koi-2022|kic8564674,1.0170,0.0500,0.0500,0.927,.349,0.349,,,,,,,,,5956,200,200,,,,,Kepler-349.xml
Kepler-35 A,kepler-35a|kic9837578a|koi-2937a,0.89,,,1.02,,,,,,,,,,,,,,,,,,Kepler-35.xml
Kepler-35 B,kepler-35b|kic9837578b|koi-2937b|koi-2937.01,0.81,,,0.7861,,,,,,,,,,,,,,,,,,Kepler-35.xml
Kepler-350,kepler-350|koi-2025|kic4636578,1.1300,0.1200,0.1200,1.534,.306,0.306,,,,,,,,,6186,100,100,,,,,Kepler-350.xml
Kepler-351,kepler-351|koi-2028|kic7102316,,,,0.854,.414,0.414,,,,,,,,,5643,200,200,,,,,Kepler-351.xml
Kepler-352,kepler-352|koi-2029|kic9489524,,,,0.781,.053,0.053,,,,,,,,,5212,100,100,,,,,Kepler-352.xml
Kepler-353,kepler-353|koi-2036|kic6382217,0.5530,0.0100,0.0100,0.504,.016,0.016,,,,,,,,,3903,100,100,,,,,Kepler-353.xml
Kepler-354,kepler-354|koi-2045|kic6026438,,,,0.674,.210,0.210,,,,,,,,,4648,200,200,,,,,Kepler-354.xml
Kepler-355,kepler-355|koi-2051|kic7265298,1.0900,0.3000,0.3000,1.066,.478,0.478,,,,,,,,,6184,50,250,,,,,Kepler-355.xml
Kepler-356,kepler-356|koi-2053|kic2307415,1.1300,0.0970,0.0970,1.335,.243,0.243,,,,,,,,,6133,100,100,,,,,Kepler-356.xml
Kepler-357,kepler-357|koi-2073|kic8164257,0.7270,0.0840,0.0840,0.834,.487,0.487,,,,,,,,,5036,200,200,,,,,Kepler-357.xml
Kepler-358,kepler-358|koi-2080|kic10864531,0.9980,0.0880,0.0880,0.954,.476,0.476,,,,,,,,,5908,200,200,,,,,Kepler-358.xml
Kepler-359,kepler-359|koi-2092|kic6696580,,,,1.086,.503,0.503,,,,,,,,,6248,50,250,,,,,Kepler-359.xml
Kepler-36,kepler-36|kic11401755|koi-277,1.071,,,1.619,,,,,,,,,,,5911.0,,,,11.94,0.17,0.17,Kepler-36.xml
Kepler-360,kepler-360|koi-2111|kic8612275,1.0250,0.0970,0.0970,1.058,.501,0.501,,,,,,,,,6053,200,200,,,,,Kepler-360.xml
Kepler-361,kepler-361|koi-2135|kic9904006,,,,1.343,.255,0.255,,,,,,,,,6169,100,100,,,,,Kepler-361.xml
Kepler-362,kepler-362|koi-2147|kic10404582,,,,0.722,.304,0.304,,,,,,,,,5788,200,200,,,,,Kepler-362.xml
Kepler-363,kepler-363|koi-2148|kic6021193,1.0700,0.1300,0.1300,1.485,.231,0.231,,,,,,,,,5593,100,100,,,,,Kepler-363.xml
Kepler-364,kepler-364|koi-2153|kic10253547,1.2000,0.1500,0.1500,1.284,.249,0.249,,,,,,,,,6108,25,125,,,,,Kepler-364.xml
Kepler-365,kepler-365|koi-2163|kic11358389,,,,1.048,.487,0.487,,,,,,,,,6012,200,200,,,,,Kepler-365.xml
Kepler-366,kepler-366|koi-2168|kic11308499,1.1000,0.1200,0.1200,1.048,.470,0.470,,,,,,,,,6209,200,200,,,,,Kepler-366.xml
Kepler-367,kepler-367|koi-2173|kic11774991,0.6770,0.0180,0.0180,0.695,.037,0.037,,,,,,,,,4710,100,100,,,,,Kepler-367.xml
Kepler-368,kepler-368|koi-2175|kic9022166,0.9700,0.3000,0.3000,2.019,.559,0.559,,,,,,,,,5502,06,206,,,,,Kepler-368.xml
Kepler-369,kepler-369|koi-2179|kic10670119,0.4700,0.3000,0.3000,0.471,.014,0.014,,,,,,,,,3591,100,100,,,,,Kepler-369.xml
Kepler-37,kepler-37|koi-245|kic8478994|uga-1785,0.803,0.068,0.068,0.770,0.026,0.026,6,,,,,-0.32,0.07,0.07,5417,75,75,,9.77,0.03,0.03,Kepler-37.xml
Kepler-370,kepler-370|koi-2183|kic5706595,,,,0.900,.416,0.416,,,,,,,,,5852,200,200,,,,,Kepler-370.xml
Kepler-371,kepler-371|koi-2194|kic3548044,,,,0.992,.249,0.249,,,,,,,,,5666,46,146,,,,,Kepler-371.xml
Kepler-372,kepler-372|koi-2195|kic11401767,1.2020,0.0082,0.0082,1.137,.488,0.488,,,,,,,,,6509,200,200,,,,,Kepler-372.xml
Kepler-373,kepler-373|koi-2218|kic12058204,0.9780,0.0720,0.0720,0.845,.418,0.418,,,,,,,,,5787,200,200,,,,,Kepler-373.xml
Kepler-374,kepler-374|koi-2220|kic6871071,1.0300,0.1100,0.1100,0.911,.474,0.474,,,,,,,,,5977,200,200,,,,,Kepler-374.xml
Kepler-375,kepler-375|koi-2236|kic10723367,0.9850,0.0570,0.0570,0.837,.291,0.291,,,,,,,,,5826,200,200,,,,,Kepler-375.xml
Kepler-376,kepler-376|koi-2278|kic3342794,1.1400,0.0650,0.0650,1.175,.234,0.234,,,,,,,,,5900,100,100,,,,,Kepler-376.xml
Kepler-377,kepler-377|koi-2279|kic3661886,1.1040,0.0960,0.0960,1.224,.229,0.229,,,,,,,,,5949,28,128,,,,,Kepler-377.xml
Kepler-378,kepler-378|koi-2287|kic9718066,0.6660,0.0950,0.0950,0.671,.035,0.035,,,,,,,,,4661,100,100,,,,,Kepler-378.xml
Kepler-379,kepler-379|koi-2289|kic3867615,1.1100,0.1200,0.1200,1.306,.237,0.237,,,,,,,,,6054,100,100,,,,,Kepler-379.xml
Kepler-38 A,kepler-38a|koi-1740a|kic6762829a,0.949,,,1.757,,,,,,,,,,,,,,,,,,Kepler-38.xml
Kepler-38 B,kepler-38b|koi-1740b|koi-1740.01|kic6762829b,0.249,,,0.2724,,,,,,,,,,,,,,,,,,Kepler-38.xml
Kepler-380,kepler-380|koi-2333|kic11121752,1.1100,0.1300,0.1300,1.224,.242,0.242,,,,,,,,,6045,47,147,,,,,Kepler-380.xml
Kepler-381,kepler-381|koi-2352|kic8013439,1.3780,,,1.568,.350,0.350,,,,,,,,,6152,100,100,,10.47,0.04,0.04,Kepler-381.xml
Kepler-382,kepler-382|koi-2374|kic9364290,0.8740,0.0660,0.0660,0.945,.452,0.452,,,,,,,,,5600,200,200,,,,,Kepler-382.xml
Kepler-383,kepler-383|koi-2413|kic3234598,0.6690,0.0170,0.0170,0.672,.265,0.265,,,,,,,,,4710,200,200,,,,,Kepler-383.xml
Kepler-384,kepler-384|koi-2414|kic8611832,0.9940,0.0720,0.0720,0.882,.251,0.251,,,,,,,,,5577,45,145,,,,,Kepler-384.xml
Kepler-385,kepler-385|koi-2433|kic11968463,1.1000,0.3000,0.3000,1.126,.564,0.564,,,,,,,,,6326,50,250,,,,,Kepler-385.xml
Kepler-386,kepler-386|koi-2442|kic11080405,0.7810,0.0530,0.0530,0.767,.429,0.429,,,,,,,,,5178,200,200,,,,,Kepler-386.xml
Kepler-387,kepler-387|koi-2443|kic9209624,1.1300,0.1200,0.1200,1.046,.240,0.240,,,,,,,,,5774,54,154,,,,,Kepler-387.xml
Kepler-388,kepler-388|koi-2466|kic8544992,0.6350,0.0150,0.0150,0.586,.069,0.069,,,,,,,,,4498,200,200,,,,,Kepler-388.xml
Kepler-389,kepler-389|koi-2473|kic8753896,,,,0.792,.402,0.402,,,,,,,,,5376,50,250,,,,,Kepler-389.xml
Kepler-390,kepler-390|koi-2498|kic5959719,0.8440,0.0390,0.0390,0.776,.053,0.053,,,,,,,,,5166,100,100,,,,,Kepler-390.xml
Kepler-391,kepler-391|koi-2541|kic12306058,,,,3.569,.853,0.853,,,,,,,,,4940,100,100,,,,,Kepler-391.xml
Kepler-392,kepler-392|koi-2585|kic7673841,,,,1.129,.231,0.231,,,,,,,,,5938,26,226,,,,,Kepler-392.xml
Kepler-393,kepler-393|koi-2595|kic8883329,1.3800,0.1800,0.1800,1.382,.263,0.263,,,,,,,,,6189,100,100,,,,,Kepler-393.xml
Kepler-394,kepler-394|koi-2597|kic12120307,1.1700,0.1300,0.1300,1.132,.580,0.580,,,,,,,,,6402,200,200,,,,,Kepler-394.xml
Kepler-395,kepler-395|koi-2650|kic8890150,0.5470,0.0370,0.0370,0.556,.022,0.022,,,,,,,,,4262,100,100,,,,,Kepler-395.xml
Kepler-397,kepler-397|koi-2681|kic6878240,0.8440,0.0320,0.0320,0.767,.066,0.066,,,,,,,,,5307,100,100,,,,,Kepler-397.xml
Kepler-398,kepler-398|koi-2693|kic5185897,0.6490,0.0150,0.0150,0.613,.028,0.028,,,,,,,,,4493,100,100,,,,,Kepler-398.xml
Kepler-399,kepler-399|koi-2707|kic5480640,0.9270,0.0610,0.0610,0.680,.363,0.363,,,,,,,,,5502,200,200,,,,,Kepler-399.xml
Kepler-4,kepler-4|koi-7|kic11853905,1.223,,,1.487,,,,,,,,0.17,,,5857.0,,,g0,12.7,,,Kepler-4.xml
Kepler-400,kepler-400|koi-2711|kic5272233,1.0300,0.1100,0.1100,1.145,.208,0.208,,,,,,,,,5886,100,100,,,,,Kepler-400.xml
Kepler-401,kepler-401|koi-2714|kic12206313,,,,1.333,.244,0.244,,,,,,,,,6117,100,100,,,,,Kepler-401.xml
Kepler-402,kepler-402|koi-2722|kic7673192,,,,1.264,.244,0.244,,,,,,,,,6090,20,120,,,,,Kepler-402.xml
Kepler-403,kepler-403|koi-2732|kic9886361,,,,1.329,.236,0.236,,,,,,,,,6090,100,100,,,,,Kepler-403.xml
Kepler-404,kepler-404|koi-2768|kic9008737,0.9250,0.0640,0.0640,0.884,.331,0.331,,,,,,,,,5654,200,200,,,,,Kepler-404.xml
Kepler-405,kepler-405|koi-3057|kic3234843,1.0200,0.3000,0.3000,0.893,.425,0.425,,,,,,,,,5818,50,250,,,,,Kepler-405.xml
Kepler-406,kepler-406|koi-321|kic8753657,1.07,0.06,0.06,1.07,0.02,0.02,5.84,,,,,0.18,0.07,0.07,5538,75,75,,,,,Kepler-406.xml
Kepler-407,kepler-407|koi-1442|kic11600889,1.00,0.06,0.06,1.01,0.07,0.07,7.47,,,,,0.33,0.07,0.07,5476,75,75,,,,,Kepler-407.xml
Kepler-409,kepler-409|koi-1925|kic9955598,0.92,0.06,0.06,0.89,0.02,0.02,6.80,,,,,0.08,0.10,0.10,5460,75,75,,9.64,0.03,0.03,Kepler-409.xml
Kepler-41,kepler-41|koi-196|kic9410930|2massj19380317+4558539,1.12,0.07,0.07,1.02,0.03,0.03,4.4,1.1,1.3,,,0.29,0.16,0.16,5620,140,140,g2v,,,,Kepler-41.xml
Kepler-410 A,kepler-410a|hd175289|kic8866102,1.214,0.033,0.033,1.352,0.010,0.010,2.76,0.54,0.54,,,,,,6273,140,140,,,,,Kepler-410.xml
Kepler-410 B,kepler-410b|kic8866102b|koi-42b,,,,,,,,,,,,,,,4850,,,,,,,Kepler-410.xml
Kepler-411,kepler-411,0.81,0.03,0.02,0.75,0.01,0.01,,,,,,0.05,0.10,0.11,4906.0,51.1,48.1,,,,,Kepler-411.xml
Kepler-412,kepler-412|koi-202|2mass19042647+4340514|kic7877496,1.167,0.091,0.091,1.287,0.035,0.035,5.1,1.7,1.7,,,0.27,0.12,0.12,5750,90,90,g3v,13.73,0.24,0.24,Kepler-412.xml
Kepler-413 A,kepler-413a|kic12351927a,0.82,0.015,0.015,0.7761,0.0088,0.0088,,,,,,-0.2,,,4700,,,,,,,Kepler-413.xml
Kepler-413 B,kepler-413b|kic12351927b,0.5423,0.0081,0.0081,0.484,0.027,0.027,,,,,,,,,3463,,,,,,,Kepler-413.xml
Kepler-418,kepler-418|koi-1089|kic3247268,1.29,0.10,0.21,1.60,0.36,0.68,,,,,,0.31,0.13,0.13,6029,169,169,,,,,Kepler-418.xml
Kepler-42,kepler-42|koi-961|kic8561063,0.13,,,0.17,,,,,,,,-0.3,,,,,,m3v,16.124,0.055,0.055,Kepler-42.xml
Kepler-421,kepler-421|kic8800954|koi-1274,0.794,0.03,0.03,0.757,0.029,0.029,4,0.8,0.8,,,-0.25,0.08,0.08,5308,50,50,,5.9,0.12,0.12,Kepler-421.xml
Kepler-422,kepler-422|koi-22|kic9631995,1.15,0.06,0.06,1.24,0.12,0.12,1.5000,1.1000,1.1000,,,0.23,0.09,0.09,5972,84,84,,,,,Kepler-422.xml
Kepler-424,kepler-424|koi-214|kic11046458,1.01,0.054,0.054,0.94,0.056,0.056,12.2000,3.6000,3.6000,,,0.44,0.14,0.14,5460,81,81,,,,,Kepler-424.xml
Kepler-430,kepler-430|koi-2365|kic11560897|2massj19311407+4934460,1.166,,,1.485,,,,,,,,,,,5884,,,,,,,Kepler-430.xml
Kepler-431,kepler-431|koi-3097|kic7582689|2massj18442696+4313400,1.071,,,1.092,,,,,,,,,,,6004,,,,,,,Kepler-431.xml
Kepler-434,kepler-434|koi-614|kic7368664|2massj19342073+4255440,1.198,0.093,0.093,1.38,0.13,0.13,,,,,,0.35,0.15,0.15,5970,100,100,,,,,Kepler-434.xml
Kepler-436,kepler-436|koi-2529|kic8463346|2massj20065298+4424434,0.729,0.029,0.033,0.697,0.023,0.028,3.0,0.3,7.7,,,0.01,0.10,0.10,4651,100,100,,,,,Kepler-436.xml
Kepler-437,kepler-437|koi-3255|kic8183288|2massj19492337+4401370,0.707,0.027,0.033,0.680,0.024,0.026,2.9,0.3,7.5,,,0.00,0.10,0.10,4551,100,100,,,,,Kepler-437.xml
Kepler-438,kepler-438|koi-3284|kic6497146|2massj18463499+4157039,0.544,0.061,0.041,0.520,0.061,0.038,4.4,0.7,0.8,,,0.16,0.14,0.14,3748,112,112,,,,,Kepler-438.xml
Kepler-439,kepler-439|koi-4005|kic8142787|2massj18431237+4402023,0.884,0.038,0.044,0.866,0.040,0.076,7.2,3.9,3.6,,,0.02,0.10,0.10,5431,100,100,,,,,Kepler-439.xml
Kepler-44,kepler-44|koi-204|kic9305831|2massj20002456+4545437,1.12,0.08,0.08,1.35,0.08,0.08,5.8,1.5,2.4,,,0.42,0.11,0.11,5800,100,100,g2iv,,,,Kepler-44.xml
Kepler-440,kepler-440|koi-4087|kic6106282|2massj19012398+4127079,0.575,0.047,0.043,0.559,0.054,0.029,1.3,0.2,0.6,,,-0.30,0.15,0.15,4134,154,154,,,,,Kepler-440.xml
Kepler-441,kepler-441|koi-4622|kic11284772|2massj18581605+4900451,0.0572,0.053,0.049,0.550,0.054,0.038,1.9,0.4,0.5,,,-0.57,0.18,0.18,4340,177,177,,,,,Kepler-441.xml
Kepler-442,kepler-442|koi-4742|kic4138008|2massj19012797+3916482,0.609,0.026,0.03,0.598,0.024,0.023,2.9,0.2,8.1,,,-0.37,0.10,0.10,4402,100,100,,,,,Kepler-442.xml
Kepler-443,kepler-443|koi-4745|kic11757451|2massj19142653+4958070,0.738,0.029,0.033,0.706,0.024,0.028,3.2,0.4,7.5,,,-0.01,0.10,0.10,4723,100,100,,,,,Kepler-443.xml
Kepler-444 A,kepler-444a|hip94931a|koi-3158a|kic6278762a|lhs3450a|ppm58152a|tyc3129-329-1|bd+413306a,0.758,0.043,0.043,0.752,0.014,0.014,11.23,0.99,0.91,,,-0.55,0.07,0.07,5046,74,74,k0v,8.86,,,Kepler-444.xml
Kepler-444 B,kepler-444b|hip94931b|koi-3158b|kic6278762b|lhs3450b|ppm58152b|bd+413306b,0.29,0.03,0.03,,,,,,,,,,,,3464,200,200,m,,,,Kepler-444.xml
Kepler-444 C,kepler-444c|hip94931c|koi-3158c|kic6278762c|lhs3450c|ppm58152c|bd+413306c,0.25,0.03,0.03,,,,,,,,,,,,,,,m,,,,Kepler-444.xml
Kepler-445,kepler-445|koi-2704|kic9730163,0.18,0.04,0.04,0.21,0.03,0.03,,,,,,0.27,0.13,0.13,3157,60,60,m4,,,,Kepler-445.xml
Kepler-446,kepler-446|koi-2842|kic8733898,0.22,0.05,0.05,0.24,0.04,0.04,,,,,,-0.30,0.12,0.12,3359,60,60,m4,,,,Kepler-446.xml
Kepler-447,kepler-447|kic11017901|koi-1800|2massj19010446+4833360,0.764,0.49,0.145,0.872,0.120,0.49,,,,,,0.07,0.05,0.05,5493,62,62,g8v,,,,Kepler-447.xml
Kepler-449 A,kepler-449a|koi-270a|kic6528464a,0.969,0.053,0.053,1.570,0.085,0.085,,,,,,,,,5588,99,99,,,,,Kepler-449.xml
Kepler-449 B,kepler-449b|koi-270b|kic6528464b,,,,,,,,,,,,,,,,,,,,,,Kepler-449.xml
Kepler-45,kepler-45|koi-254|kic5794240,0.59,0.06,0.06,0.55,0.11,0.11,13.9000,3.6000,3.6000,,,0.08,0.05,0.05,3820,90,90,m,16.88,0.05,0.05,Kepler-45.xml
Kepler-450 A,kepler-450a|koi-279a|kic12314973a,1.346,0.084,0.084,1.570,0.085,0.085,,,,,,,,,,,,,,,,Kepler-450.xml
Kepler-450 B,kepler-450b|koi-279b,,,,,,,,,,,,,,,,,,,,,,Kepler-450.xml
Kepler-452,kepler-452|kic8311864,1.037,0.047,0.054,1.11,0.09,0.15,6,2,2,,,0.21,0.09,0.09,5757,85,85,,,,,Kepler-452.xml
Kepler-454,kepler-454|koi-273|kic3102384|2massj19095484+3813438,1.028,0.03,0.04,1.066,0.012,0.012,5.23,1.39,1.41,,,0.27,0.04,0.04,5687,49,49,,11.57,,,Kepler-454.xml
Kepler-46,kepler-46|koi-872|kic7109675,0.8200,0.1000,0.1000,0.790,0.441,0.441,,,,,,0.410,,,5309,200,200,,,,,Kepler-46.xml
Kepler-461,kepler-461,0.98,0.03,0.02,0.91,0.02,0.02,,,,,,0.04,0.09,0.09,5634.0,45.6,43.2,,,,,Kepler-461.xml
Kepler-462,kepler-462,1.59,0.11,0.11,2.04,0.28,0.33,,,,,,-0.06,0.09,0.08,7070.0,57.6,58.9,,,,,Kepler-462.xml
Kepler-463,kepler-463,0.87,0.05,0.05,0.90,0.08,0.13,,,,,,-0.28,0.12,0.12,5661.0,99.2,105.0,,,,,Kepler-463.xml
Kepler-464,kepler-464,1.21,0.08,0.07,1.59,0.06,0.07,,,,,,0.19,0.07,0.07,5933.0,54.5,67.9,,,,,Kepler-464.xml
Kepler-465,kepler-465,1.23,0.03,0.04,1.29,0.07,0.11,,,,,,0.09,0.08,0.08,6310.0,60.4,63.4,,,,,Kepler-465.xml
Kepler-466,kepler-466,1.04,0.04,0.04,1.05,0.06,0.08,,,,,,-0.01,0.09,0.09,5927.0,68.5,77.3,,,,,Kepler-466.xml
Kepler-467,kepler-467,1.05,0.03,0.03,1.37,0.03,0.04,,,,,,0.06,0.05,0.07,5809.0,60.2,68.7,,,,,Kepler-467.xml
Kepler-468,kepler-468,0.96,0.03,0.02,0.87,0.02,0.02,,,,,,0.10,0.08,0.09,5498.0,68.1,60.9,,,,,Kepler-468.xml
Kepler-469,kepler-469,1.14,0.08,0.14,1.53,0.28,0.31,,,,,,0.14,0.09,0.10,5892.0,83.8,95.5,,,,,Kepler-469.xml
Kepler-47 A,kepler-47a|kic10020423a|koi-3154a,1.043,,,0.964,,,,,,,,,,,5636,,,g,,,,Kepler-47.xml
Kepler-47 B,kepler-47b|kic10020423b|koi-3154b,0.362,,,0.3506,,,,,,,,,,,3357,,,g,,,,Kepler-47.xml
Kepler-470,kepler-470,1.40,0.16,0.22,1.66,0.31,0.67,,,,,,0.04,0.16,0.12,6613.0,197.5,203.8,,,,,Kepler-470.xml
Kepler-471,kepler-471,1.49,0.18,0.22,1.80,0.36,0.65,,,,,,0.07,0.16,0.14,6733.0,288.8,288.7,,,,,Kepler-471.xml
Kepler-472,kepler-472,0.85,0.03,0.03,0.78,0.01,0.02,,,,,,0.16,0.10,0.09,4996.0,84.6,82.8,,,,,Kepler-472.xml
Kepler-473,kepler-473,1.06,0.06,0.07,1.34,0.22,0.26,,,,,,0.12,0.08,0.09,5816.0,91.9,74.2,,,,,Kepler-473.xml
Kepler-474,kepler-474,0.99,0.05,0.05,1.08,0.12,0.17,,,,,,-0.01,0.13,0.09,5785.0,97.6,92.6,,,,,Kepler-474.xml
Kepler-475,kepler-475,0.86,0.03,0.03,0.79,0.01,0.02,,,,,,0.21,0.09,0.08,5009.0,77.6,85.0,,,,,Kepler-475.xml
Kepler-476,kepler-476,1.03,0.04,0.05,1.09,0.10,0.16,,,,,,0.04,0.10,0.09,5837.0,100.0,101.1,,,,,Kepler-476.xml
Kepler-477,kepler-477,0.87,0.03,0.03,0.79,0.02,0.02,,,,,,-0.04,0.10,0.11,5240.0,41.1,49.3,,,,,Kepler-477.xml
Kepler-478,kepler-478,0.85,0.04,0.03,0.80,0.02,0.03,,,,,,-0.03,0.11,0.10,5210.0,70.3,69.4,,,,,Kepler-478.xml
Kepler-479,kepler-479,0.86,0.04,0.03,0.81,0.02,0.03,,,,,,-0.02,0.11,0.10,5247.0,57.4,73.6,,,,,Kepler-479.xml
Kepler-48,kepler-48|koi-148|kic5735762,0.89,,,0.89,,,,,,,,,,,5190.0,,,,,,,Kepler-48.xml
Kepler-480,kepler-480,1.25,0.04,0.05,1.34,0.10,0.14,,,,,,0.11,0.09,0.09,6322.0,65.0,71.6,,,,,Kepler-480.xml
Kepler-481,kepler-481,1.01,0.04,0.04,1.09,0.11,0.16,,,,,,0.03,0.09,0.09,5802.0,66.2,73.6,,,,,Kepler-481.xml
Kepler-482,kepler-482,0.75,0.04,0.04,0.72,0.03,0.03,,,,,,-0.13,0.12,0.11,4871.0,61.5,63.6,,,,,Kepler-482.xml
Kepler-483,kepler-483,1.28,0.07,0.10,1.47,0.19,0.31,,,,,,0.09,0.09,0.09,6346.0,73.4,79.7,,,,,Kepler-483.xml
Kepler-484,kepler-484,0.96,0.03,0.02,0.87,0.02,0.02,,,,,,-0.10,0.09,0.09,5668.0,48.7,54.6,,,,,Kepler-484.xml
Kepler-485,kepler-485,1.07,0.07,0.08,1.09,0.12,0.26,,,,,,0.04,0.16,0.15,5958.0,153.7,105.0,,,,,Kepler-485.xml
Kepler-486,kepler-486,0.79,0.04,0.04,0.75,0.04,0.03,,,,,,-0.04,0.17,0.15,4926.0,45.2,44.9,,,,,Kepler-486.xml
Kepler-487,kepler-487,0.91,0.04,0.04,0.88,0.04,0.05,,,,,,0.00,0.10,0.10,5444.0,77.9,89.8,,,,,Kepler-487.xml
Kepler-488,kepler-488,1.07,0.07,0.07,1.09,0.10,0.27,,,,,,0.03,0.17,0.14,5970.0,95.1,97.4,,,,,Kepler-488.xml
Kepler-489,kepler-489,0.82,0.03,0.03,0.76,0.02,0.02,,,,,,0.00,0.10,0.10,5014.0,58.3,70.5,,,,,Kepler-489.xml
Kepler-49,kepler-49|koi-248|kic5364071,0.5490,0.0090,0.0090,0.559,.021,0.021,,,,,,,,,4252,100,100,,,,,Kepler-49.xml
Kepler-490,kepler-490,1.08,0.07,0.10,1.12,0.13,0.32,,,,,,-0.02,0.18,0.13,6045.0,126.8,142.4,,,,,Kepler-490.xml
Kepler-491,kepler-491,1.04,0.03,0.03,1.03,0.06,0.09,,,,,,0.37,0.05,0.05,5582.0,61.1,53.8,,,,,Kepler-491.xml
